Foreign Originating,Foreign Returning,Month,Month Number,U.S. Citizen Originating,U.S. Citizen Returning,Year,__source_file,__source_title
65381,70003,May,5,168033,149437,2025,denver.csv,denver
67779,68820,April,4,114917,120403,2025,denver.csv,denver
62111,69749,March,3,152596,152173,2025,denver.csv,denver
61763,59439,February,2,101691,103543,2025,denver.csv,denver
64634,68770,January,1,104322,124310,2025,denver.csv,denver
71739,68495,December,12,139288,128910,2024,denver.csv,denver
53056,57495,November,11,115425,115465,2024,denver.csv,denver
60079,65831,October,10,114469,126277,2024,denver.csv,denver
66251,67244,September,9,110002,113911,2024,denver.csv,denver
79386,81303,August,8,117313,136927,2024,denver.csv,denver
74910,66412,July,7,162076,175219,2024,denver.csv,denver
60917,62399,June,6,175867,172281,2024,denver.csv,denver
62681,65862,May,5,148793,133351,2024,denver.csv,denver
62291,66776,April,4,117675,123434,2024,denver.csv,denver
64675,65499,March,3,142108,141643,2024,denver.csv,denver
59347,55163,February,2,101044,100504,2024,denver.csv,denver
59393,62447,January,1,102411,120414,2024,denver.csv,denver
66878,63256,December,12,127539,114115,2023,denver.csv,denver
50417,55555,November,11,105411,108280,2023,denver.csv,denver
52392,57359,October,10,100415,115292,2023,denver.csv,denver
54941,56145,September,9,98401,97976,2023,denver.csv,denver
69070,69035,August,8,101321,121303,2023,denver.csv,denver
61378,54726,July,7,139903,153127,2023,denver.csv,denver
46978,46975,June,6,148371,148393,2023,denver.csv,denver
52568,50695,May,5,123707,115009,2023,denver.csv,denver
56764,59046,April,4,109591,117954,2023,denver.csv,denver
53155,53164,March,3,127722,126322,2023,denver.csv,denver
48199,43990,February,2,80618,83783,2023,denver.csv,denver
51760,53111,January,1,88057,102620,2023,denver.csv,denver
53654,50264,December,12,105667,98811,2022,denver.csv,denver
40458,42522,November,11,87908,92586,2022,denver.csv,denver
43370,46341,October,10,87567,99393,2022,denver.csv,denver
46699,46665,September,9,92520,95037,2022,denver.csv,denver
55594,55523,August,8,96756,117504,2022,denver.csv,denver
52934,47236,July,7,127227,139595,2022,denver.csv,denver
40788,41420,June,6,132284,129128,2022,denver.csv,denver
39896,40076,May,5,101489,92335,2022,denver.csv,denver
42185,42102,April,4,84670,88908,2022,denver.csv,denver
35649,35515,March,3,99387,96493,2022,denver.csv,denver
31158,27463,February,2,68813,69091,2022,denver.csv,denver
28755,30397,January,1,62593,78395,2022,denver.csv,denver
36221,34494,December,12,87478,78802,2021,denver.csv,denver
26102,24298,November,11,71421,75693,2021,denver.csv,denver
26473,23188,October,10,65498,69104,2021,denver.csv,denver
23475,20280,September,9,55372,55245,2021,denver.csv,denver
29930,24472,August,8,61986,78552,2021,denver.csv,denver
24180,19238,July,7,88740,90169,2021,denver.csv,denver
15514,13340,June,6,80428,79770,2021,denver.csv,denver
13543,10654,May,5,63186,60959,2021,denver.csv,denver
10710,10217,April,4,49735,54611,2021,denver.csv,denver
10762,8648,March,3,45907,42274,2021,denver.csv,denver
9228,8368,February,2,25723,25169,2021,denver.csv,denver
16019,13674,January,1,26414,36185,2021,denver.csv,denver
15347,13059,December,12,35723,30597,2020,denver.csv,denver
7892,7487,November,11,27370,27645,2020,denver.csv,denver
6190,5200,October,10,17170,16111,2020,denver.csv,denver
5275,4122,September,9,11153,10764,2020,denver.csv,denver
5563,4984,August,8,10472,11296,2020,denver.csv,denver
2041,1457,July,7,6164,5602,2020,denver.csv,denver
429,284,June,6,429,336,2020,denver.csv,denver
3,5,May,5,68,51,2020,denver.csv,denver
3,17,April,4,2,23,2020,denver.csv,denver
21230,31326,March,3,38232,55659,2020,denver.csv,denver
52261,48801,February,2,72724,77775,2020,denver.csv,denver
55603,55546,January,1,73443,89453,2020,denver.csv,denver
56183,52157,December,12,91173,84530,2019,denver.csv,denver
39594,40872,November,11,72817,75393,2019,denver.csv,denver
45495,47793,October,10,69297,79139,2019,denver.csv,denver
50761,51735,September,9,70193,71662,2019,denver.csv,denver
62007,62458,August,8,74485,88584,2019,denver.csv,denver
59929,50985,July,7,99280,108977,2019,denver.csv,denver
48403,47528,June,6,108713,107970,2019,denver.csv,denver
48122,49453,May,5,95979,88067,2019,denver.csv,denver
51304,48849,April,4,74462,81953,2019,denver.csv,denver
46671,49133,March,3,92516,94453,2019,denver.csv,denver
46467,45003,February,2,65277,66529,2019,denver.csv,denver
50688,51579,January,1,68027,81569,2019,denver.csv,denver
12,3,August,8,321,330,2025,des_moines.csv,des_moines
16,10,July,7,91,59,2025,des_moines.csv,des_moines
21,12,June,6,90,84,2025,des_moines.csv,des_moines
15,6,May,5,38,45,2025,des_moines.csv,des_moines
8,183,April,4,26,15,2025,des_moines.csv,des_moines
20,7,March,3,26,38,2025,des_moines.csv,des_moines
2,12,February,2,192,21,2025,des_moines.csv,des_moines
7,11,January,1,195,35,2025,des_moines.csv,des_moines
20,35,December,12,53,7,2024,des_moines.csv,des_moines
23,31,November,11,13,51,2024,des_moines.csv,des_moines
103,68,October,10,40,39,2024,des_moines.csv,des_moines
12,25,September,9,60,70,2024,des_moines.csv,des_moines
106,140,August,8,63,56,2024,des_moines.csv,des_moines
24,19,July,7,66,23,2024,des_moines.csv,des_moines
29,33,June,6,90,65,2024,des_moines.csv,des_moines
24,44,May,5,55,35,2024,des_moines.csv,des_moines
25,6,April,4,59,22,2024,des_moines.csv,des_moines
4,5,March,3,63,271,2024,des_moines.csv,des_moines
9,4,February,2,200,28,2024,des_moines.csv,des_moines
8,17,January,1,380,67,2024,des_moines.csv,des_moines
13,43,December,12,74,38,2023,des_moines.csv,des_moines
25,17,November,11,47,80,2023,des_moines.csv,des_moines
13,12,October,10,47,34,2023,des_moines.csv,des_moines
23,12,September,9,57,46,2023,des_moines.csv,des_moines
10,11,August,8,35,21,2023,des_moines.csv,des_moines
18,18,July,7,65,67,2023,des_moines.csv,des_moines
40,31,June,6,88,82,2023,des_moines.csv,des_moines
20,20,May,5,56,34,2023,des_moines.csv,des_moines
6,29,April,4,39,33,2023,des_moines.csv,des_moines
10,14,March,3,69,45,2023,des_moines.csv,des_moines
21,7,February,2,41,29,2023,des_moines.csv,des_moines
17,21,January,1,209,25,2023,des_moines.csv,des_moines
9,55,December,12,45,28,2022,des_moines.csv,des_moines
30,11,November,11,44,43,2022,des_moines.csv,des_moines
13,34,October,10,30,26,2022,des_moines.csv,des_moines
15,17,September,9,41,39,2022,des_moines.csv,des_moines
25,25,August,8,68,32,2022,des_moines.csv,des_moines
36,10,July,7,44,54,2022,des_moines.csv,des_moines
35,17,June,6,83,38,2022,des_moines.csv,des_moines
25,6,May,5,53,101,2022,des_moines.csv,des_moines
8,15,April,4,11,11,2022,des_moines.csv,des_moines
16,11,March,3,46,30,2022,des_moines.csv,des_moines
27,5,February,2,41,42,2022,des_moines.csv,des_moines
8,77,January,1,535,17,2022,des_moines.csv,des_moines
11,14,December,12,61,14,2021,des_moines.csv,des_moines
11,18,November,11,15,28,2021,des_moines.csv,des_moines
4,7,October,10,38,13,2021,des_moines.csv,des_moines
19,12,September,9,16,4,2021,des_moines.csv,des_moines
1,1,August,8,41,42,2021,des_moines.csv,des_moines
9,3,July,7,35,5,2021,des_moines.csv,des_moines
0,2,June,6,11,23,2021,des_moines.csv,des_moines
0,1,May,5,4,4,2021,des_moines.csv,des_moines
5,3,April,4,21,34,2021,des_moines.csv,des_moines
7,0,March,3,15,32,2021,des_moines.csv,des_moines
0,1,February,2,17,17,2021,des_moines.csv,des_moines
0,0,January,1,13,8,2021,des_moines.csv,des_moines
13,8,December,12,33,1,2020,des_moines.csv,des_moines
0,0,November,11,23,5,2020,des_moines.csv,des_moines
0,1,October,10,13,10,2020,des_moines.csv,des_moines
1,0,September,9,13,2,2020,des_moines.csv,des_moines
0,1,August,8,12,1,2020,des_moines.csv,des_moines
4,2,July,7,0,0,2020,des_moines.csv,des_moines
0,2,June,6,2,0,2020,des_moines.csv,des_moines
0,0,May,5,0,3,2020,des_moines.csv,des_moines
0,0,April,4,0,9,2020,des_moines.csv,des_moines
1,11,March,3,23,57,2020,des_moines.csv,des_moines
21,9,February,2,43,27,2020,des_moines.csv,des_moines
12,21,January,1,218,22,2020,des_moines.csv,des_moines
13,112,December,12,29,7,2019,des_moines.csv,des_moines
10,2,November,11,79,27,2019,des_moines.csv,des_moines
10,12,October,10,46,48,2019,des_moines.csv,des_moines
11,21,September,9,29,24,2019,des_moines.csv,des_moines
3,18,August,8,29,13,2019,des_moines.csv,des_moines
5,20,July,7,82,69,2019,des_moines.csv,des_moines
13,1,June,6,41,19,2019,des_moines.csv,des_moines
13,16,May,5,31,2,2019,des_moines.csv,des_moines
0,4,April,4,34,0,2019,des_moines.csv,des_moines
28,4,March,3,29,36,2019,des_moines.csv,des_moines
10,13,February,2,44,9,2019,des_moines.csv,des_moines
0,13,January,1,546,18,2019,des_moines.csv,des_moines
1,0,June,6,9,0,2025,destin.csv,destin
0,4,May,5,1,0,2025,destin.csv,destin
0,1,February,2,4,0,2025,destin.csv,destin
0,0,January,1,9,0,2025,destin.csv,destin
0,4,May,5,3,0,2024,destin.csv,destin
0,2,April,4,6,0,2024,destin.csv,destin
0,0,March,3,6,0,2024,destin.csv,destin
0,0,January,1,3,0,2024,destin.csv,destin
0,0,December,12,4,0,2023,destin.csv,destin
0,0,April,4,6,0,2023,destin.csv,destin
0,0,January,1,6,0,2023,destin.csv,destin
0,0,September,9,2,0,2022,destin.csv,destin
0,0,July,7,5,0,2022,destin.csv,destin
0,0,April,4,6,0,2022,destin.csv,destin
0,0,March,3,3,0,2022,destin.csv,destin
0,0,July,7,3,0,2021,destin.csv,destin
0,0,December,12,7,0,2019,destin.csv,destin
0,0,November,11,5,0,2019,destin.csv,destin
0,0,August,8,5,0,2019,destin.csv,destin
0,0,July,7,9,0,2019,destin.csv,destin
0,0,June,6,6,0,2019,destin.csv,destin
0,0,April,4,6,0,2019,destin.csv,destin
0,0,March,3,15,0,2019,destin.csv,destin
0,0,January,1,3,0,2019,destin.csv,destin
67646,66943,August,8,112993,123558,2025,detroit.csv,detroit
57903,52402,July,7,126740,135416,2025,detroit.csv,detroit
50280,49832,June,6,132780,123208,2025,detroit.csv,detroit
51221,54322,May,5,116688,103901,2025,detroit.csv,detroit
49914,43213,April,4,96480,102853,2025,detroit.csv,detroit
47542,44638,March,3,116471,113983,2025,detroit.csv,detroit
39254,36412,February,2,83054,87254,2025,detroit.csv,detroit
53235,47239,January,1,84146,100360,2025,detroit.csv,detroit
48042,54483,December,12,97929,90012,2024,detroit.csv,detroit
38415,45738,November,11,69759,72995,2024,detroit.csv,detroit
50883,49448,October,10,85724,97579,2024,detroit.csv,detroit
50412,47169,September,9,98058,98028,2024,detroit.csv,detroit
68360,61799,August,8,102694,113179,2024,detroit.csv,detroit
61884,51393,July,7,112183,121583,2024,detroit.csv,detroit
50658,52294,June,6,124343,110697,2024,detroit.csv,detroit
49939,54891,May,5,102232,91326,2024,detroit.csv,detroit
46647,40934,April,4,85735,93123,2024,detroit.csv,detroit
49058,44928,March,3,108967,110769,2024,detroit.csv,detroit
36939,36109,February,2,85676,83793,2024,detroit.csv,detroit
49164,42917,January,1,77343,92368,2024,detroit.csv,detroit
45977,53574,December,12,95330,85386,2023,detroit.csv,detroit
35848,40244,November,11,70537,72817,2023,detroit.csv,detroit
42591,40336,October,10,79693,94879,2023,detroit.csv,detroit
43372,40329,September,9,93859,87768,2023,detroit.csv,detroit
57218,53444,August,8,88080,99863,2023,detroit.csv,detroit
52510,44892,July,7,103661,114145,2023,detroit.csv,detroit
42079,43496,June,6,113559,101400,2023,detroit.csv,detroit
43757,46303,May,5,92976,81490,2023,detroit.csv,detroit
41285,37667,April,4,79083,87221,2023,detroit.csv,detroit
40980,37932,March,3,98310,93456,2023,detroit.csv,detroit
31292,27660,February,2,70312,68979,2023,detroit.csv,detroit
42189,35641,January,1,72687,83233,2023,detroit.csv,detroit
35982,43230,December,12,77803,68553,2022,detroit.csv,detroit
29540,32926,November,11,54575,56993,2022,detroit.csv,detroit
34261,32851,October,10,57978,68876,2022,detroit.csv,detroit
35114,34089,September,9,70938,68158,2022,detroit.csv,detroit
46287,40962,August,8,66507,78332,2022,detroit.csv,detroit
40040,35701,July,7,79553,88611,2022,detroit.csv,detroit
32917,34192,June,6,85763,74785,2022,detroit.csv,detroit
29216,32024,May,5,65532,58604,2022,detroit.csv,detroit
25263,24386,April,4,52362,55691,2022,detroit.csv,detroit
21632,21740,March,3,61680,57972,2022,detroit.csv,detroit
13873,12587,February,2,38499,36822,2022,detroit.csv,detroit
20370,16748,January,1,34892,43608,2022,detroit.csv,detroit
21559,26680,December,12,46103,41861,2021,detroit.csv,detroit
21001,20279,November,11,35815,36385,2021,detroit.csv,detroit
19030,18601,October,10,36215,37912,2021,detroit.csv,detroit
17817,15383,September,9,32608,33103,2021,detroit.csv,detroit
24002,16183,August,8,35015,40210,2021,detroit.csv,detroit
15647,14961,July,7,35378,33537,2021,detroit.csv,detroit
10155,11831,June,6,29477,27385,2021,detroit.csv,detroit
8346,9635,May,5,22831,21634,2021,detroit.csv,detroit
6365,5491,April,4,12276,14492,2021,detroit.csv,detroit
6615,5581,March,3,17174,17175,2021,detroit.csv,detroit
5020,5851,February,2,14185,13585,2021,detroit.csv,detroit
10641,8135,January,1,15192,20201,2021,detroit.csv,detroit
8107,11993,December,12,20636,16455,2020,detroit.csv,detroit
5894,9246,November,11,11551,11828,2020,detroit.csv,detroit
6452,8278,October,10,12524,12450,2020,detroit.csv,detroit
6286,6924,September,9,7538,7666,2020,detroit.csv,detroit
8737,7974,August,8,7339,8056,2020,detroit.csv,detroit
5374,7268,July,7,5271,6701,2020,detroit.csv,detroit
4225,5766,June,6,2864,5213,2020,detroit.csv,detroit
2025,5067,May,5,1354,2272,2020,detroit.csv,detroit
2470,6924,April,4,926,1982,2020,detroit.csv,detroit
19246,29222,March,3,30224,52734,2020,detroit.csv,detroit
43800,40279,February,2,71111,75307,2020,detroit.csv,detroit
65330,55833,January,1,77329,88063,2020,detroit.csv,detroit
56577,70674,December,12,94805,85668,2019,detroit.csv,detroit
48265,56487,November,11,73460,78089,2019,detroit.csv,detroit
61166,64502,October,10,92075,97860,2019,detroit.csv,detroit
65277,64723,September,9,96166,94981,2019,detroit.csv,detroit
82305,80477,August,8,101815,112211,2019,detroit.csv,detroit
77137,66942,July,7,113822,122264,2019,detroit.csv,detroit
63586,66757,June,6,125145,112434,2019,detroit.csv,detroit
62962,73056,May,5,106277,95971,2019,detroit.csv,detroit
64809,58740,April,4,94885,103842,2019,detroit.csv,detroit
61002,61283,March,3,114139,108496,2019,detroit.csv,detroit
49719,49494,February,2,74000,73045,2019,detroit.csv,detroit
70892,59656,January,1,76329,83445,2019,detroit.csv,detroit
0,0,July,7,10,0,2022,devils_lake.csv,devils_lake
0,8,May,5,2,0,2024,dickinson.csv,dickinson
0,0,February,2,6,0,2024,dickinson.csv,dickinson
0,0,April,4,8,0,2023,dodge_city.csv,dodge_city
0,0,October,10,8,0,2022,dodge_city.csv,dodge_city
0,1,June,6,0,0,2025,dothan.csv,dothan
0,1,June,6,1,0,2020,dothan.csv,dothan
1,0,June,6,6,18,2019,dothan.csv,dothan
0,1,February,2,1,0,2019,dothan.csv,dothan
2,2,May,5,0,0,2025,douglas.csv,douglas
0,2,April,4,0,0,2025,douglas.csv,douglas
0,0,March,3,0,17,2025,douglas.csv,douglas
0,0,January,1,0,6,2025,douglas.csv,douglas
0,0,November,11,0,1,2024,douglas.csv,douglas
0,0,June,6,1,1,2024,douglas.csv,douglas
0,0,May,5,0,9,2024,douglas.csv,douglas
1,1,April,4,1,1,2024,douglas.csv,douglas
0,0,March,3,0,3,2024,douglas.csv,douglas
0,2,February,2,4,0,2024,douglas.csv,douglas
0,0,January,1,3,0,2024,douglas.csv,douglas
0,0,December,12,0,2,2023,douglas.csv,douglas
15,7,November,11,0,0,2023,douglas.csv,douglas
1,0,October,10,0,6,2023,douglas.csv,douglas
2,0,August,8,0,0,2023,douglas.csv,douglas
0,1,May,5,0,2,2023,douglas.csv,douglas
13,8,March,3,1,1,2023,douglas.csv,douglas
0,0,February,2,0,1,2023,douglas.csv,douglas
0,0,January,1,1,0,2023,douglas.csv,douglas
7,8,November,11,8,6,2022,douglas.csv,douglas
0,0,October,10,2,1,2022,douglas.csv,douglas
1,0,September,9,0,5,2022,douglas.csv,douglas
1,0,August,8,1,0,2022,douglas.csv,douglas
2,2,June,6,1,1,2022,douglas.csv,douglas
1,0,May,5,0,1,2022,douglas.csv,douglas
0,0,April,4,3,2,2022,douglas.csv,douglas
1,0,December,12,0,10,2021,douglas.csv,douglas
0,0,November,11,2,0,2021,douglas.csv,douglas
5,4,October,10,3,1,2021,douglas.csv,douglas
0,0,August,8,0,1,2021,douglas.csv,douglas
0,0,June,6,1,1,2021,douglas.csv,douglas
0,0,January,1,1,0,2021,douglas.csv,douglas
0,0,December,12,1,2,2020,douglas.csv,douglas
0,0,November,11,0,1,2020,douglas.csv,douglas
0,0,October,10,4,0,2020,douglas.csv,douglas
0,0,July,7,2,2,2020,douglas.csv,douglas
0,1,March,3,15,2,2020,douglas.csv,douglas
0,0,February,2,1,1,2020,douglas.csv,douglas
0,0,December,12,0,4,2019,douglas.csv,douglas
0,0,June,6,1,1,2019,douglas.csv,douglas
0,0,May,5,2,7,2019,douglas.csv,douglas
0,0,April,4,2,0,2019,douglas.csv,douglas
0,0,March,3,0,3,2019,douglas.csv,douglas
0,1,February,2,3,0,2019,douglas.csv,douglas
2,0,August,8,143,118,2025,dover-cheswold.csv,dover-cheswold
10,4,July,7,290,302,2025,dover-cheswold.csv,dover-cheswold
2,5,June,6,203,174,2025,dover-cheswold.csv,dover-cheswold
2,5,May,5,126,121,2025,dover-cheswold.csv,dover-cheswold
1,0,April,4,68,167,2025,dover-cheswold.csv,dover-cheswold
1,0,March,3,118,121,2025,dover-cheswold.csv,dover-cheswold
1,0,February,2,25,68,2025,dover-cheswold.csv,dover-cheswold
21,0,January,1,41,218,2025,dover-cheswold.csv,dover-cheswold
5,2,December,12,333,179,2024,dover-cheswold.csv,dover-cheswold
11,3,November,11,148,87,2024,dover-cheswold.csv,dover-cheswold
3,8,October,10,202,143,2024,dover-cheswold.csv,dover-cheswold
1,6,September,9,155,86,2024,dover-cheswold.csv,dover-cheswold
26,7,August,8,247,219,2024,dover-cheswold.csv,dover-cheswold
7,12,July,7,229,225,2024,dover-cheswold.csv,dover-cheswold
2,8,June,6,332,176,2024,dover-cheswold.csv,dover-cheswold
1,5,May,5,222,448,2024,dover-cheswold.csv,dover-cheswold
6,7,April,4,342,194,2024,dover-cheswold.csv,dover-cheswold
5,6,March,3,286,205,2024,dover-cheswold.csv,dover-cheswold
4,4,February,2,147,123,2024,dover-cheswold.csv,dover-cheswold
1,3,January,1,120,105,2024,dover-cheswold.csv,dover-cheswold
0,12,December,12,182,189,2023,dover-cheswold.csv,dover-cheswold
14,3,November,11,109,246,2023,dover-cheswold.csv,dover-cheswold
1,4,October,10,263,153,2023,dover-cheswold.csv,dover-cheswold
1,3,September,9,180,276,2023,dover-cheswold.csv,dover-cheswold
10,7,August,8,350,265,2023,dover-cheswold.csv,dover-cheswold
10,8,July,7,215,251,2023,dover-cheswold.csv,dover-cheswold
8,11,June,6,443,343,2023,dover-cheswold.csv,dover-cheswold
2,4,May,5,139,112,2023,dover-cheswold.csv,dover-cheswold
12,5,April,4,214,39,2023,dover-cheswold.csv,dover-cheswold
1,1,March,3,66,83,2023,dover-cheswold.csv,dover-cheswold
0,1,February,2,155,62,2023,dover-cheswold.csv,dover-cheswold
3,0,January,1,67,122,2023,dover-cheswold.csv,dover-cheswold
10,8,December,12,177,148,2022,dover-cheswold.csv,dover-cheswold
0,4,November,11,79,49,2022,dover-cheswold.csv,dover-cheswold
3,1,October,10,126,149,2022,dover-cheswold.csv,dover-cheswold
13,3,September,9,121,103,2022,dover-cheswold.csv,dover-cheswold
12,0,August,8,194,189,2022,dover-cheswold.csv,dover-cheswold
3,4,July,7,170,158,2022,dover-cheswold.csv,dover-cheswold
12,2,June,6,100,145,2022,dover-cheswold.csv,dover-cheswold
2,4,May,5,14,84,2022,dover-cheswold.csv,dover-cheswold
0,0,April,4,0,53,2022,dover-cheswold.csv,dover-cheswold
0,0,March,3,0,132,2022,dover-cheswold.csv,dover-cheswold
10,0,February,2,1,39,2022,dover-cheswold.csv,dover-cheswold
0,0,January,1,20,63,2022,dover-cheswold.csv,dover-cheswold
0,0,December,12,1,38,2021,dover-cheswold.csv,dover-cheswold
0,0,November,11,0,38,2021,dover-cheswold.csv,dover-cheswold
0,0,October,10,0,141,2021,dover-cheswold.csv,dover-cheswold
1,0,September,9,8,32,2021,dover-cheswold.csv,dover-cheswold
1,0,August,8,6,34,2021,dover-cheswold.csv,dover-cheswold
1,0,July,7,15,24,2021,dover-cheswold.csv,dover-cheswold
0,1,June,6,19,111,2021,dover-cheswold.csv,dover-cheswold
0,0,May,5,4,58,2021,dover-cheswold.csv,dover-cheswold
1,1,April,4,14,90,2021,dover-cheswold.csv,dover-cheswold
25,0,March,3,0,30,2021,dover-cheswold.csv,dover-cheswold
0,0,February,2,19,37,2021,dover-cheswold.csv,dover-cheswold
0,1,January,1,33,26,2021,dover-cheswold.csv,dover-cheswold
0,0,December,12,1,73,2020,dover-cheswold.csv,dover-cheswold
0,0,November,11,6,14,2020,dover-cheswold.csv,dover-cheswold
0,0,October,10,13,55,2020,dover-cheswold.csv,dover-cheswold
0,1,September,9,5,64,2020,dover-cheswold.csv,dover-cheswold
0,0,August,8,5,75,2020,dover-cheswold.csv,dover-cheswold
2,0,July,7,22,78,2020,dover-cheswold.csv,dover-cheswold
18,1,June,6,38,32,2020,dover-cheswold.csv,dover-cheswold
15,1,May,5,20,41,2020,dover-cheswold.csv,dover-cheswold
0,0,April,4,4,47,2020,dover-cheswold.csv,dover-cheswold
3,3,March,3,31,98,2020,dover-cheswold.csv,dover-cheswold
7,4,February,2,84,196,2020,dover-cheswold.csv,dover-cheswold
10,7,January,1,138,207,2020,dover-cheswold.csv,dover-cheswold
7,5,December,12,103,324,2019,dover-cheswold.csv,dover-cheswold
4,0,November,11,49,191,2019,dover-cheswold.csv,dover-cheswold
3,2,October,10,81,181,2019,dover-cheswold.csv,dover-cheswold
7,5,September,9,141,202,2019,dover-cheswold.csv,dover-cheswold
27,1,August,8,151,509,2019,dover-cheswold.csv,dover-cheswold
32,8,July,7,164,761,2019,dover-cheswold.csv,dover-cheswold
36,21,June,6,318,442,2019,dover-cheswold.csv,dover-cheswold
9,5,May,5,73,318,2019,dover-cheswold.csv,dover-cheswold
20,2,April,4,168,331,2019,dover-cheswold.csv,dover-cheswold
2,2,March,3,66,200,2019,dover-cheswold.csv,dover-cheswold
9,2,February,2,41,137,2019,dover-cheswold.csv,dover-cheswold
18,9,January,1,128,252,2019,dover-cheswold.csv,dover-cheswold
0,0,July,7,13,0,2025,dover.csv,dover
0,0,June,6,7,0,2025,dover.csv,dover
0,0,October,10,1,0,2024,dover.csv,dover
0,0,July,7,2,0,2024,dover.csv,dover
0,0,May,5,1,0,2024,dover.csv,dover
0,4,April,4,2,0,2024,dover.csv,dover
0,2,November,11,1,0,2023,dover.csv,dover
0,9,September,9,6,0,2023,dover.csv,dover
0,0,August,8,1,0,2023,dover.csv,dover
1,0,July,7,2,18,2023,dover.csv,dover
0,0,March,3,10,0,2023,dover.csv,dover
0,0,December,12,0,1,2022,dover.csv,dover
0,1,November,11,17,0,2022,dover.csv,dover
0,0,October,10,2,0,2022,dover.csv,dover
0,2,August,8,0,0,2022,dover.csv,dover
0,3,July,7,15,0,2022,dover.csv,dover
0,5,May,5,1,0,2022,dover.csv,dover
0,0,March,3,4,0,2022,dover.csv,dover
0,3,October,10,0,0,2021,dover.csv,dover
0,0,June,6,1,0,2021,dover.csv,dover
0,0,April,4,2,5,2021,dover.csv,dover
0,3,March,3,2,0,2021,dover.csv,dover
0,6,February,2,0,0,2021,dover.csv,dover
0,2,January,1,1,0,2021,dover.csv,dover
0,1,December,12,3,0,2020,dover.csv,dover
0,6,November,11,1,12,2020,dover.csv,dover
0,1,October,10,4,0,2020,dover.csv,dover
0,0,August,8,1,0,2020,dover.csv,dover
0,0,July,7,1,0,2020,dover.csv,dover
0,2,June,6,1,0,2020,dover.csv,dover
0,0,March,3,18,9,2020,dover.csv,dover
0,0,February,2,12,15,2020,dover.csv,dover
0,0,December,12,0,2,2019,dover.csv,dover
0,1,November,11,7,1,2019,dover.csv,dover
0,0,September,9,6,8,2019,dover.csv,dover
0,0,August,8,1,3,2019,dover.csv,dover
0,3,July,7,1,2,2019,dover.csv,dover
0,0,June,6,0,1,2019,dover.csv,dover
0,0,May,5,17,3,2019,dover.csv,dover
0,2,April,4,0,0,2019,dover.csv,dover
0,2,March,3,14,3,2019,dover.csv,dover
0,5,February,2,0,10,2019,dover.csv,dover
0,0,January,1,31,17,2019,dover.csv,dover
0,0,September,9,1,0,2024,driggs.csv,driggs
0,2,May,5,3,0,2022,driggs.csv,driggs
0,1,May,5,0,0,2019,driggs.csv,driggs
1,0,July,7,0,0,2022,drummond_island.csv,drummond_island
0,3,September,9,0,0,2019,drummond_island.csv,drummond_island
0,1,May,5,3,0,2024,du_bois.csv,du_bois
0,0,November,11,1,0,2023,dublin.csv,dublin
0,3,January,1,2,0,2023,dublin.csv,dublin
0,0,November,11,9,0,2021,dublin.csv,dublin
0,0,July,7,4,0,2021,dublin.csv,dublin
0,0,May,5,5,0,2021,dublin.csv,dublin
0,0,November,11,7,0,2020,dublin.csv,dublin
0,6,September,9,0,0,2019,dublin.csv,dublin
0,0,March,3,2,0,2019,dublin.csv,dublin
0,1,May,5,10,0,2025,dubuque.csv,dubuque
0,0,January,1,2,0,2024,dubuque.csv,dubuque
0,0,July,7,5,0,2023,dubuque.csv,dubuque
0,0,August,8,10,0,2022,dubuque.csv,dubuque
0,0,June,6,2,0,2021,dubuque.csv,dubuque
0,0,March,3,8,0,2020,dubuque.csv,dubuque
22,46,August,8,36,73,2025,duluth.csv,duluth
38,16,July,7,35,118,2025,duluth.csv,duluth
42,6,June,6,66,171,2025,duluth.csv,duluth
13,4,May,5,19,43,2025,duluth.csv,duluth
6,16,April,4,15,4,2025,duluth.csv,duluth
10,0,March,3,2,31,2025,duluth.csv,duluth
10,32,February,2,3,35,2025,duluth.csv,duluth
26,9,January,1,4,4,2025,duluth.csv,duluth
6,2,December,12,0,12,2024,duluth.csv,duluth
8,7,November,11,21,22,2024,duluth.csv,duluth
14,15,October,10,13,44,2024,duluth.csv,duluth
19,12,September,9,43,57,2024,duluth.csv,duluth
6,7,August,8,51,87,2024,duluth.csv,duluth
28,4,July,7,66,67,2024,duluth.csv,duluth
30,47,June,6,90,96,2024,duluth.csv,duluth
20,4,May,5,12,36,2024,duluth.csv,duluth
35,8,April,4,21,4,2024,duluth.csv,duluth
13,5,March,3,15,13,2024,duluth.csv,duluth
19,2,February,2,10,11,2024,duluth.csv,duluth
13,0,January,1,2,18,2024,duluth.csv,duluth
21,25,December,12,3,8,2023,duluth.csv,duluth
24,13,November,11,10,10,2023,duluth.csv,duluth
7,0,October,10,26,40,2023,duluth.csv,duluth
13,4,September,9,38,58,2023,duluth.csv,duluth
15,12,August,8,46,86,2023,duluth.csv,duluth
35,42,July,7,78,121,2023,duluth.csv,duluth
21,24,June,6,47,132,2023,duluth.csv,duluth
37,32,May,5,18,35,2023,duluth.csv,duluth
38,6,April,4,10,6,2023,duluth.csv,duluth
16,19,March,3,0,11,2023,duluth.csv,duluth
28,15,February,2,1,11,2023,duluth.csv,duluth
23,16,January,1,4,34,2023,duluth.csv,duluth
4,3,December,12,23,29,2022,duluth.csv,duluth
17,8,November,11,4,14,2022,duluth.csv,duluth
