Foreign Originating,Foreign Returning,Month,Month Number,U.S. Citizen Originating,U.S. Citizen Returning,Year,__source_file,__source_title
6,20,June,6,49,43,2024,san_bernardino.csv,san_bernardino
2,8,May,5,115,34,2024,san_bernardino.csv,san_bernardino
2,9,April,4,104,71,2024,san_bernardino.csv,san_bernardino
17,18,March,3,73,36,2024,san_bernardino.csv,san_bernardino
17,25,February,2,59,28,2024,san_bernardino.csv,san_bernardino
12,0,January,1,32,58,2024,san_bernardino.csv,san_bernardino
7,5,December,12,45,42,2023,san_bernardino.csv,san_bernardino
8,16,November,11,89,98,2023,san_bernardino.csv,san_bernardino
13,17,October,10,74,24,2023,san_bernardino.csv,san_bernardino
4,0,September,9,40,16,2023,san_bernardino.csv,san_bernardino
12,2,August,8,34,20,2023,san_bernardino.csv,san_bernardino
7,0,July,7,37,31,2023,san_bernardino.csv,san_bernardino
17,4,June,6,37,52,2023,san_bernardino.csv,san_bernardino
19,31,May,5,78,47,2023,san_bernardino.csv,san_bernardino
14,8,April,4,77,56,2023,san_bernardino.csv,san_bernardino
18,8,March,3,67,28,2023,san_bernardino.csv,san_bernardino
7,9,February,2,50,40,2023,san_bernardino.csv,san_bernardino
11,7,January,1,65,52,2023,san_bernardino.csv,san_bernardino
17,29,December,12,36,38,2022,san_bernardino.csv,san_bernardino
20,2,November,11,72,62,2022,san_bernardino.csv,san_bernardino
3,6,October,10,45,57,2022,san_bernardino.csv,san_bernardino
10,0,September,9,24,23,2022,san_bernardino.csv,san_bernardino
13,15,August,8,42,11,2022,san_bernardino.csv,san_bernardino
1,5,July,7,63,85,2022,san_bernardino.csv,san_bernardino
11,3,June,6,50,114,2022,san_bernardino.csv,san_bernardino
2,21,May,5,45,82,2022,san_bernardino.csv,san_bernardino
5,1,April,4,85,104,2022,san_bernardino.csv,san_bernardino
5,1,March,3,59,63,2022,san_bernardino.csv,san_bernardino
18,32,February,2,36,25,2022,san_bernardino.csv,san_bernardino
6,3,January,1,45,60,2022,san_bernardino.csv,san_bernardino
24,4,December,12,41,114,2021,san_bernardino.csv,san_bernardino
3,16,November,11,65,122,2021,san_bernardino.csv,san_bernardino
6,0,October,10,40,28,2021,san_bernardino.csv,san_bernardino
5,3,September,9,27,46,2021,san_bernardino.csv,san_bernardino
0,1,August,8,49,23,2021,san_bernardino.csv,san_bernardino
3,2,July,7,35,14,2021,san_bernardino.csv,san_bernardino
0,1,June,6,44,61,2021,san_bernardino.csv,san_bernardino
2,0,May,5,42,76,2021,san_bernardino.csv,san_bernardino
0,4,April,4,37,65,2021,san_bernardino.csv,san_bernardino
11,0,March,3,31,55,2021,san_bernardino.csv,san_bernardino
4,0,February,2,59,49,2021,san_bernardino.csv,san_bernardino
8,3,January,1,33,73,2021,san_bernardino.csv,san_bernardino
12,1,December,12,60,14,2020,san_bernardino.csv,san_bernardino
0,1,November,11,72,44,2020,san_bernardino.csv,san_bernardino
7,4,October,10,26,20,2020,san_bernardino.csv,san_bernardino
111,1,September,9,13,22,2020,san_bernardino.csv,san_bernardino
1,2,August,8,13,41,2020,san_bernardino.csv,san_bernardino
1,1,July,7,16,22,2020,san_bernardino.csv,san_bernardino
1,0,June,6,37,36,2020,san_bernardino.csv,san_bernardino
0,4,May,5,3,4,2020,san_bernardino.csv,san_bernardino
0,2,April,4,4,8,2020,san_bernardino.csv,san_bernardino
14,10,March,3,45,3,2020,san_bernardino.csv,san_bernardino
18,16,February,2,40,29,2020,san_bernardino.csv,san_bernardino
161,13,January,1,41,108,2020,san_bernardino.csv,san_bernardino
13,6,December,12,21,4,2019,san_bernardino.csv,san_bernardino
2,5,November,11,63,47,2019,san_bernardino.csv,san_bernardino
29,25,October,10,29,22,2019,san_bernardino.csv,san_bernardino
9,11,September,9,56,17,2019,san_bernardino.csv,san_bernardino
119,3,August,8,15,14,2019,san_bernardino.csv,san_bernardino
3,5,July,7,47,45,2019,san_bernardino.csv,san_bernardino
9,4,June,6,58,39,2019,san_bernardino.csv,san_bernardino
4,3,May,5,73,27,2019,san_bernardino.csv,san_bernardino
5,1,April,4,21,30,2019,san_bernardino.csv,san_bernardino
28,7,March,3,56,43,2019,san_bernardino.csv,san_bernardino
5,15,February,2,21,8,2019,san_bernardino.csv,san_bernardino
1,4,January,1,18,68,2019,san_bernardino.csv,san_bernardino
0,7,August,8,0,0,2024,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
0,11,August,8,0,0,2023,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
0,5,July,7,0,0,2023,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
0,5,July,7,0,0,2021,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
0,5,December,12,0,0,2020,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
0,0,September,9,2,0,2019,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
0,7,July,7,0,0,2019,san_cristobal_de_las_casas.csv,san_cristobal_de_las_casas
24621,28323,August,8,28245,31415,2025,san_diego.csv,san_diego
24341,22735,July,7,38327,41195,2025,san_diego.csv,san_diego
20035,20836,June,6,41241,36570,2025,san_diego.csv,san_diego
23349,23446,May,5,30887,29478,2025,san_diego.csv,san_diego
20240,19671,April,4,23658,26693,2025,san_diego.csv,san_diego
18542,19240,March,3,20526,19291,2025,san_diego.csv,san_diego
17229,15695,February,2,13047,14104,2025,san_diego.csv,san_diego
17808,18865,January,1,14802,20755,2025,san_diego.csv,san_diego
19330,18305,December,12,22526,21107,2024,san_diego.csv,san_diego
16743,18281,November,11,20453,21870,2024,san_diego.csv,san_diego
20359,20194,October,10,21539,23913,2024,san_diego.csv,san_diego
18396,18932,September,9,24398,22537,2024,san_diego.csv,san_diego
24719,27051,August,8,24809,28105,2024,san_diego.csv,san_diego
25772,24037,July,7,33101,37620,2024,san_diego.csv,san_diego
18747,18813,June,6,36616,31598,2024,san_diego.csv,san_diego
19212,20776,May,5,25920,24703,2024,san_diego.csv,san_diego
20145,20456,April,4,20673,24730,2024,san_diego.csv,san_diego
19316,19053,March,3,20750,20011,2024,san_diego.csv,san_diego
16910,15779,February,2,14932,15641,2024,san_diego.csv,san_diego
17574,18487,January,1,14371,20999,2024,san_diego.csv,san_diego
18991,18487,December,12,22339,21455,2023,san_diego.csv,san_diego
17042,17524,November,11,19034,22285,2023,san_diego.csv,san_diego
16882,18246,October,10,18367,21955,2023,san_diego.csv,san_diego
16371,16890,September,9,21325,20355,2023,san_diego.csv,san_diego
22795,24714,August,8,20665,25182,2023,san_diego.csv,san_diego
22198,21373,July,7,27906,33654,2023,san_diego.csv,san_diego
16762,16228,June,6,29950,26495,2023,san_diego.csv,san_diego
15114,16835,May,5,20672,22147,2023,san_diego.csv,san_diego
16602,17437,April,4,19107,22393,2023,san_diego.csv,san_diego
19097,19521,March,3,19440,19198,2023,san_diego.csv,san_diego
17878,15903,February,2,13929,15991,2023,san_diego.csv,san_diego
16661,16113,January,1,12905,20255,2023,san_diego.csv,san_diego
16055,15461,December,12,19174,18533,2022,san_diego.csv,san_diego
16422,17572,November,11,17744,21180,2022,san_diego.csv,san_diego
18873,18771,October,10,19389,22039,2022,san_diego.csv,san_diego
15454,15627,September,9,20096,18643,2022,san_diego.csv,san_diego
17930,20248,August,8,18074,22269,2022,san_diego.csv,san_diego
17220,16662,July,7,23499,25280,2022,san_diego.csv,san_diego
14093,14078,June,6,24924,21433,2022,san_diego.csv,san_diego
15777,16595,May,5,18872,18855,2022,san_diego.csv,san_diego
14600,14747,April,4,16193,17442,2022,san_diego.csv,san_diego
11704,10199,March,3,13379,13680,2022,san_diego.csv,san_diego
5200,4639,February,2,8169,8731,2022,san_diego.csv,san_diego
4521,5050,January,1,7103,11039,2022,san_diego.csv,san_diego
6592,6493,December,12,14605,14227,2021,san_diego.csv,san_diego
5529,4553,November,11,11135,12476,2021,san_diego.csv,san_diego
4980,2827,October,10,8754,9271,2021,san_diego.csv,san_diego
3468,1833,September,9,5769,5669,2021,san_diego.csv,san_diego
3859,2113,August,8,5643,7143,2021,san_diego.csv,san_diego
2071,820,July,7,7595,8435,2021,san_diego.csv,san_diego
1464,747,June,6,8302,9040,2021,san_diego.csv,san_diego
1622,800,May,5,7264,8216,2021,san_diego.csv,san_diego
1809,687,April,4,5695,6837,2021,san_diego.csv,san_diego
2168,679,March,3,4201,4490,2021,san_diego.csv,san_diego
1800,657,February,2,2904,3533,2021,san_diego.csv,san_diego
1265,404,January,1,3038,5893,2021,san_diego.csv,san_diego
887,462,December,12,4968,5242,2020,san_diego.csv,san_diego
906,502,November,11,5257,5712,2020,san_diego.csv,san_diego
923,407,October,10,4426,4502,2020,san_diego.csv,san_diego
744,403,September,9,3476,3651,2020,san_diego.csv,san_diego
973,457,August,8,3041,4142,2020,san_diego.csv,san_diego
810,291,July,7,3436,3310,2020,san_diego.csv,san_diego
533,181,June,6,1564,1839,2020,san_diego.csv,san_diego
121,43,May,5,22,114,2020,san_diego.csv,san_diego
82,144,April,4,68,348,2020,san_diego.csv,san_diego
7545,13986,March,3,8711,12243,2020,san_diego.csv,san_diego
22160,20838,February,2,18467,19710,2020,san_diego.csv,san_diego
22326,21398,January,1,18389,24203,2020,san_diego.csv,san_diego
20373,20181,December,12,25929,24775,2019,san_diego.csv,san_diego
19155,19868,November,11,23883,24698,2019,san_diego.csv,san_diego
20282,21087,October,10,23795,25603,2019,san_diego.csv,san_diego
19920,19978,September,9,22239,22718,2019,san_diego.csv,san_diego
23248,24906,August,8,26204,29154,2019,san_diego.csv,san_diego
23024,21768,July,7,31568,35890,2019,san_diego.csv,san_diego
19510,19718,June,6,32518,30112,2019,san_diego.csv,san_diego
19537,22047,May,5,23701,24655,2019,san_diego.csv,san_diego
22381,22567,April,4,22128,24161,2019,san_diego.csv,san_diego
24068,24196,March,3,22949,23007,2019,san_diego.csv,san_diego
20971,20192,February,2,16854,17981,2019,san_diego.csv,san_diego
21331,21095,January,1,17601,23664,2019,san_diego.csv,san_diego
370288,366326,August,8,330223,416070,2025,san_francisco.csv,san_francisco
343392,319637,July,7,442419,506552,2025,san_francisco.csv,san_francisco
293794,318179,June,6,506522,434429,2025,san_francisco.csv,san_francisco
319101,346318,May,5,385371,354825,2025,san_francisco.csv,san_francisco
299200,271917,April,4,350274,388539,2025,san_francisco.csv,san_francisco
277696,273065,March,3,355414,349301,2025,san_francisco.csv,san_francisco
237054,239926,February,2,280718,286149,2025,san_francisco.csv,san_francisco
307612,303451,January,1,293825,372848,2025,san_francisco.csv,san_francisco
299816,299470,December,12,397578,352057,2024,san_francisco.csv,san_francisco
247059,288354,November,11,335149,327801,2024,san_francisco.csv,san_francisco
314614,343328,October,10,344345,355336,2024,san_francisco.csv,san_francisco
358516,337524,September,9,329040,326688,2024,san_francisco.csv,san_francisco
401981,385079,August,8,323658,414884,2024,san_francisco.csv,san_francisco
372061,344117,July,7,426527,494835,2024,san_francisco.csv,san_francisco
319996,321638,June,6,492653,420418,2024,san_francisco.csv,san_francisco
330227,358835,May,5,373226,329956,2024,san_francisco.csv,san_francisco
301908,277733,April,4,314349,369345,2024,san_francisco.csv,san_francisco
295263,275286,March,3,348144,334876,2024,san_francisco.csv,san_francisco
246229,242984,February,2,268460,268425,2024,san_francisco.csv,san_francisco
283919,279554,January,1,259333,337922,2024,san_francisco.csv,san_francisco
282958,289006,December,12,354168,300826,2023,san_francisco.csv,san_francisco
240236,272519,November,11,297054,303629,2023,san_francisco.csv,san_francisco
300594,326944,October,10,299507,320422,2023,san_francisco.csv,san_francisco
351297,325624,September,9,312058,304051,2023,san_francisco.csv,san_francisco
378302,367521,August,8,291675,369616,2023,san_francisco.csv,san_francisco
340932,320095,July,7,385956,440347,2023,san_francisco.csv,san_francisco
289293,283315,June,6,433060,372120,2023,san_francisco.csv,san_francisco
290376,312181,May,5,325063,303205,2023,san_francisco.csv,san_francisco
264994,251943,April,4,283102,305883,2023,san_francisco.csv,san_francisco
244408,229854,March,3,278270,276543,2023,san_francisco.csv,san_francisco
192265,190407,February,2,217289,220075,2023,san_francisco.csv,san_francisco
234368,238835,January,1,215395,274865,2023,san_francisco.csv,san_francisco
237659,242983,December,12,294046,252600,2022,san_francisco.csv,san_francisco
193295,225346,November,11,238557,245126,2022,san_francisco.csv,san_francisco
242380,258184,October,10,232006,251379,2022,san_francisco.csv,san_francisco
267560,257746,September,9,247656,244135,2022,san_francisco.csv,san_francisco
291621,295117,August,8,233535,301246,2022,san_francisco.csv,san_francisco
273561,252567,July,7,308655,339254,2022,san_francisco.csv,san_francisco
224022,230329,June,6,330919,272984,2022,san_francisco.csv,san_francisco
209800,218786,May,5,216880,199331,2022,san_francisco.csv,san_francisco
180711,166600,April,4,176762,177080,2022,san_francisco.csv,san_francisco
129960,124672,March,3,145532,138294,2022,san_francisco.csv,san_francisco
91647,85698,February,2,94292,91031,2022,san_francisco.csv,san_francisco
106013,113269,January,1,82746,121868,2022,san_francisco.csv,san_francisco
137209,135116,December,12,143091,130642,2021,san_francisco.csv,san_francisco
100429,93786,November,11,111141,116936,2021,san_francisco.csv,san_francisco
70349,72873,October,10,98315,108120,2021,san_francisco.csv,san_francisco
79065,68469,September,9,90441,97649,2021,san_francisco.csv,san_francisco
104538,76911,August,8,97029,132581,2021,san_francisco.csv,san_francisco
73020,70748,July,7,113379,120893,2021,san_francisco.csv,san_francisco
43406,56420,June,6,86670,81210,2021,san_francisco.csv,san_francisco
31248,37251,May,5,48770,52404,2021,san_francisco.csv,san_francisco
35186,33010,April,4,33916,41940,2021,san_francisco.csv,san_francisco
31375,30321,March,3,33642,34899,2021,san_francisco.csv,san_francisco
24975,23640,February,2,21052,23758,2021,san_francisco.csv,san_francisco
40719,33285,January,1,24639,43428,2021,san_francisco.csv,san_francisco
32752,45637,December,12,43009,38415,2020,san_francisco.csv,san_francisco
26836,36833,November,11,36869,37548,2020,san_francisco.csv,san_francisco
26204,32289,October,10,30933,32926,2020,san_francisco.csv,san_francisco
23550,30552,September,9,23376,25208,2020,san_francisco.csv,san_francisco
24675,35730,August,8,18592,23317,2020,san_francisco.csv,san_francisco
16924,29789,July,7,8928,15801,2020,san_francisco.csv,san_francisco
9978,18641,June,6,4290,10281,2020,san_francisco.csv,san_francisco
3037,8858,May,5,1360,3773,2020,san_francisco.csv,san_francisco
2599,7417,April,4,1071,7216,2020,san_francisco.csv,san_francisco
92472,154603,March,3,75236,143651,2020,san_francisco.csv,san_francisco
232157,229430,February,2,191102,230148,2020,san_francisco.csv,san_francisco
327579,316544,January,1,249500,323394,2020,san_francisco.csv,san_francisco
319950,324368,December,12,333599,294243,2019,san_francisco.csv,san_francisco
272454,302286,November,11,286584,289518,2019,san_francisco.csv,san_francisco
329330,355417,October,10,281582,293715,2019,san_francisco.csv,san_francisco
375750,362467,September,9,276729,286203,2019,san_francisco.csv,san_francisco
439245,435148,August,8,291775,364445,2019,san_francisco.csv,san_francisco
411899,367308,July,7,363697,412252,2019,san_francisco.csv,san_francisco
364228,372737,June,6,416577,360436,2019,san_francisco.csv,san_francisco
363700,380082,May,5,312146,297202,2019,san_francisco.csv,san_francisco
335485,298514,April,4,283147,313521,2019,san_francisco.csv,san_francisco
293038,286319,March,3,289406,288202,2019,san_francisco.csv,san_francisco
275632,274361,February,2,219592,228166,2019,san_francisco.csv,san_francisco
311588,306458,January,1,236191,308866,2019,san_francisco.csv,san_francisco
8674,9919,August,8,10349,18189,2025,san_jose.csv,san_jose
9152,9466,July,7,18936,23648,2025,san_jose.csv,san_jose
6147,9235,June,6,20178,17496,2025,san_jose.csv,san_jose
7562,9282,May,5,15203,16011,2025,san_jose.csv,san_jose
7159,8352,April,4,16035,19150,2025,san_jose.csv,san_jose
5679,7077,March,3,14480,18572,2025,san_jose.csv,san_jose
4534,6391,February,2,12430,16061,2025,san_jose.csv,san_jose
5523,10078,January,1,11951,22019,2025,san_jose.csv,san_jose
7909,11095,December,12,22102,17071,2024,san_jose.csv,san_jose
5475,10464,November,11,16516,16634,2024,san_jose.csv,san_jose
6959,10369,October,10,17109,17662,2024,san_jose.csv,san_jose
8100,9358,September,9,10762,10859,2024,san_jose.csv,san_jose
10058,11144,August,8,11747,18586,2024,san_jose.csv,san_jose
9820,10258,July,7,19356,22738,2024,san_jose.csv,san_jose
7284,10204,June,6,21208,17658,2024,san_jose.csv,san_jose
8531,10494,May,5,17024,17610,2024,san_jose.csv,san_jose
7534,8581,April,4,16030,21960,2024,san_jose.csv,san_jose
7913,8568,March,3,20289,20648,2024,san_jose.csv,san_jose
7251,8177,February,2,17520,23321,2024,san_jose.csv,san_jose
7332,10686,January,1,17169,28947,2024,san_jose.csv,san_jose
8404,11674,December,12,26181,19541,2023,san_jose.csv,san_jose
7579,11670,November,11,18927,19490,2023,san_jose.csv,san_jose
8193,10539,October,10,15882,17756,2023,san_jose.csv,san_jose
10530,11681,September,9,14497,15125,2023,san_jose.csv,san_jose
12358,13693,August,8,13443,22028,2023,san_jose.csv,san_jose
11808,11755,July,7,21534,26095,2023,san_jose.csv,san_jose
9319,11461,June,6,25092,19983,2023,san_jose.csv,san_jose
10071,12345,May,5,20679,22952,2023,san_jose.csv,san_jose
9652,10263,April,4,21199,26054,2023,san_jose.csv,san_jose
8695,9064,March,3,19452,21102,2023,san_jose.csv,san_jose
6562,7458,February,2,15569,19441,2023,san_jose.csv,san_jose
7126,10344,January,1,16585,26119,2023,san_jose.csv,san_jose
7280,9425,December,12,23033,17427,2022,san_jose.csv,san_jose
5466,8768,November,11,13979,14361,2022,san_jose.csv,san_jose
6425,7804,October,10,10320,12431,2022,san_jose.csv,san_jose
6356,7506,September,9,11880,11455,2022,san_jose.csv,san_jose
7111,8639,August,8,7333,11674,2022,san_jose.csv,san_jose
7754,6906,July,7,11728,14177,2022,san_jose.csv,san_jose
5288,5250,June,6,14913,12332,2022,san_jose.csv,san_jose
5434,6480,May,5,16122,19254,2022,san_jose.csv,san_jose
5237,5863,April,4,15556,18628,2022,san_jose.csv,san_jose
5495,5433,March,3,15360,16235,2022,san_jose.csv,san_jose
4723,4482,February,2,12085,13635,2022,san_jose.csv,san_jose
5173,7292,January,1,12550,20425,2022,san_jose.csv,san_jose
5907,8268,December,12,20358,14024,2021,san_jose.csv,san_jose
5194,7950,November,11,14246,15121,2021,san_jose.csv,san_jose
5994,6453,October,10,12083,12213,2021,san_jose.csv,san_jose
5875,5726,September,9,8494,8536,2021,san_jose.csv,san_jose
6242,6391,August,8,8508,13904,2021,san_jose.csv,san_jose
7077,6522,July,7,14068,15989,2021,san_jose.csv,san_jose
7180,6012,June,6,14333,15306,2021,san_jose.csv,san_jose
7011,5438,May,5,11061,12081,2021,san_jose.csv,san_jose
3380,2960,April,4,6928,7808,2021,san_jose.csv,san_jose
2419,1786,March,3,2347,2639,2021,san_jose.csv,san_jose
2238,2015,February,2,3184,5903,2021,san_jose.csv,san_jose
3904,4246,January,1,5656,14234,2021,san_jose.csv,san_jose
4216,6284,December,12,11677,8359,2020,san_jose.csv,san_jose
3782,5102,November,11,7732,7601,2020,san_jose.csv,san_jose
2977,3455,October,10,6552,6756,2020,san_jose.csv,san_jose
3064,3334,September,9,6300,6081,2020,san_jose.csv,san_jose
3293,3317,August,8,6158,9985,2020,san_jose.csv,san_jose
2082,1839,July,7,5286,5275,2020,san_jose.csv,san_jose
723,692,June,6,878,739,2020,san_jose.csv,san_jose
1,9,May,5,17,8,2020,san_jose.csv,san_jose
585,631,April,4,404,806,2020,san_jose.csv,san_jose
6362,7143,March,3,7960,13611,2020,san_jose.csv,san_jose
12478,11886,February,2,14269,18453,2020,san_jose.csv,san_jose
17323,19243,January,1,17315,26718,2020,san_jose.csv,san_jose
17298,19587,December,12,24779,19641,2019,san_jose.csv,san_jose
13537,16582,November,11,16680,17828,2019,san_jose.csv,san_jose
15120,17426,October,10,17567,19497,2019,san_jose.csv,san_jose
16354,16567,September,9,15780,17780,2019,san_jose.csv,san_jose
17457,19141,August,8,17422,25494,2019,san_jose.csv,san_jose
17496,16504,July,7,23426,27551,2019,san_jose.csv,san_jose
17223,18014,June,6,26330,22733,2019,san_jose.csv,san_jose
17054,17970,May,5,19490,21456,2019,san_jose.csv,san_jose
16173,15457,April,4,19150,22418,2019,san_jose.csv,san_jose
15742,15495,March,3,18676,20381,2019,san_jose.csv,san_jose
13533,13253,February,2,14534,16969,2019,san_jose.csv,san_jose
15562,17076,January,1,15736,24676,2019,san_jose.csv,san_jose
0,0,March,3,2,0,2021,san_jose_del_cabo.csv,san_jose_del_cabo
0,0,February,2,4,0,2021,san_jose_del_cabo.csv,san_jose_del_cabo
24845,24341,August,8,51387,63130,2025,san_juan.csv,san_juan
18120,19508,July,7,81007,79137,2025,san_juan.csv,san_juan
14559,16723,June,6,69204,67699,2025,san_juan.csv,san_juan
13609,14966,May,5,56363,51978,2025,san_juan.csv,san_juan
18691,19310,April,4,50814,53882,2025,san_juan.csv,san_juan
17330,20236,March,3,47213,51508,2025,san_juan.csv,san_juan
17039,17093,February,2,39985,39317,2025,san_juan.csv,san_juan
21264,22872,January,1,36210,55610,2025,san_juan.csv,san_juan
20817,25503,December,12,57636,45996,2024,san_juan.csv,san_juan
14889,15164,November,11,52781,50418,2024,san_juan.csv,san_juan
13098,12247,October,10,42684,44287,2024,san_juan.csv,san_juan
11881,11808,September,9,33713,42413,2024,san_juan.csv,san_juan
19395,16384,August,8,45351,60454,2024,san_juan.csv,san_juan
15189,14966,July,7,64707,70125,2024,san_juan.csv,san_juan
11741,12128,June,6,57851,59716,2024,san_juan.csv,san_juan
10859,12103,May,5,49466,47986,2024,san_juan.csv,san_juan
13157,13992,April,4,38349,43747,2024,san_juan.csv,san_juan
17007,18711,March,3,43471,42937,2024,san_juan.csv,san_juan
15398,15707,February,2,31798,32200,2024,san_juan.csv,san_juan
17507,18146,January,1,31608,46131,2024,san_juan.csv,san_juan
16000,18652,December,12,44461,35703,2023,san_juan.csv,san_juan
10602,11034,November,11,38666,40186,2023,san_juan.csv,san_juan
8305,9578,October,10,36532,37480,2023,san_juan.csv,san_juan
7682,9177,September,9,30456,33103,2023,san_juan.csv,san_juan
12981,12508,August,8,38341,51929,2023,san_juan.csv,san_juan
9820,11902,July,7,56463,59119,2023,san_juan.csv,san_juan
9322,11010,June,6,49594,50102,2023,san_juan.csv,san_juan
9444,11918,May,5,41938,42190,2023,san_juan.csv,san_juan
12876,13877,April,4,34806,38909,2023,san_juan.csv,san_juan
13735,14215,March,3,33001,33867,2023,san_juan.csv,san_juan
12111,12417,February,2,27584,28319,2023,san_juan.csv,san_juan
14135,14333,January,1,25338,37778,2023,san_juan.csv,san_juan
11833,14713,December,12,36606,27486,2022,san_juan.csv,san_juan
7949,9135,November,11,29442,31279,2022,san_juan.csv,san_juan
5905,6907,October,10,26474,26678,2022,san_juan.csv,san_juan
4864,5479,September,9,21088,23551,2022,san_juan.csv,san_juan
9135,8408,August,8,27123,37247,2022,san_juan.csv,san_juan
7413,8543,July,7,38622,39096,2022,san_juan.csv,san_juan
7043,8646,June,6,36805,35607,2022,san_juan.csv,san_juan
6612,7686,May,5,27768,27527,2022,san_juan.csv,san_juan
8619,9331,April,4,24172,24666,2022,san_juan.csv,san_juan
7790,8153,March,3,23621,24013,2022,san_juan.csv,san_juan
6617,6565,February,2,19530,21106,2022,san_juan.csv,san_juan
8092,8323,January,1,17033,27390,2022,san_juan.csv,san_juan
8903,10326,December,12,25848,20865,2021,san_juan.csv,san_juan
6266,6674,November,11,24009,24589,2021,san_juan.csv,san_juan
5901,6295,October,10,21092,21185,2021,san_juan.csv,san_juan
6121,5874,September,9,16299,18836,2021,san_juan.csv,san_juan
7317,6485,August,8,19315,28418,2021,san_juan.csv,san_juan
5651,6337,July,7,27868,26597,2021,san_juan.csv,san_juan
4782,4913,June,6,19227,19513,2021,san_juan.csv,san_juan
3155,4270,May,5,13152,11716,2021,san_juan.csv,san_juan
3209,3038,April,4,7244,10563,2021,san_juan.csv,san_juan
2797,2691,March,3,6833,7329,2021,san_juan.csv,san_juan
2438,2464,February,2,4905,6419,2021,san_juan.csv,san_juan
4655,3293,January,1,6249,12831,2021,san_juan.csv,san_juan
2786,6840,December,12,11774,6995,2020,san_juan.csv,san_juan
2403,3139,November,11,6677,7042,2020,san_juan.csv,san_juan
1661,2001,October,10,3648,4008,2020,san_juan.csv,san_juan
1522,1865,September,9,2945,3351,2020,san_juan.csv,san_juan
1407,1873,August,8,2741,3639,2020,san_juan.csv,san_juan
1343,2964,July,7,4655,3676,2020,san_juan.csv,san_juan
608,257,June,6,519,2022,2020,san_juan.csv,san_juan
333,83,May,5,49,1253,2020,san_juan.csv,san_juan
229,88,April,4,50,1270,2020,san_juan.csv,san_juan
7102,10005,March,3,9817,16856,2020,san_juan.csv,san_juan
14200,16773,February,2,22121,23255,2020,san_juan.csv,san_juan
14126,17029,January,1,20108,29288,2020,san_juan.csv,san_juan
16468,18689,December,12,29750,25937,2019,san_juan.csv,san_juan
13613,13950,November,11,26469,25696,2019,san_juan.csv,san_juan
9503,10227,October,10,22035,22283,2019,san_juan.csv,san_juan
7881,9383,September,9,18847,21261,2019,san_juan.csv,san_juan
11540,12239,August,8,23039,29717,2019,san_juan.csv,san_juan
9766,10777,July,7,35893,38098,2019,san_juan.csv,san_juan
9218,11134,June,6,35717,36488,2019,san_juan.csv,san_juan
10323,11748,May,5,30923,28244,2019,san_juan.csv,san_juan
14553,16575,April,4,25074,26056,2019,san_juan.csv,san_juan
15303,17578,March,3,22022,24657,2019,san_juan.csv,san_juan
13304,14956,February,2,19361,20436,2019,san_juan.csv,san_juan
14843,16560,January,1,18845,28358,2019,san_juan.csv,san_juan
0,2,February,2,4,0,2025,san_luis_obispo.csv,san_luis_obispo
0,2,May,5,0,0,2024,san_luis_obispo.csv,san_luis_obispo
0,5,September,9,0,0,2023,san_luis_obispo.csv,san_luis_obispo
0,0,May,5,7,0,2022,san_luis_obispo.csv,san_luis_obispo
0,0,April,4,5,0,2022,san_luis_obispo.csv,san_luis_obispo
0,4,March,3,0,0,2022,san_luis_obispo.csv,san_luis_obispo
0,2,February,2,6,0,2022,san_luis_obispo.csv,san_luis_obispo
0,0,January,1,2,0,2022,san_luis_obispo.csv,san_luis_obispo
0,2,November,11,0,0,2021,san_luis_obispo.csv,san_luis_obispo
0,0,December,12,8,0,2019,san_luis_obispo.csv,san_luis_obispo
0,0,November,11,8,0,2019,san_luis_obispo.csv,san_luis_obispo
0,9,July,7,0,0,2019,san_luis_obispo.csv,san_luis_obispo
0,3,June,6,0,0,2019,san_luis_obispo.csv,san_luis_obispo
0,8,August,8,0,0,2019,san_pedro_sula.csv,san_pedro_sula
0,2,June,6,0,0,2022,san_salvador.csv,san_salvador
0,3,March,3,0,0,2022,san_salvador.csv,san_salvador
0,2,December,12,0,0,2021,san_salvador.csv,san_salvador
0,3,August,8,0,0,2021,san_salvador.csv,san_salvador
0,8,January,1,0,0,2020,san_salvador.csv,san_salvador
0,2,December,12,0,0,2019,san_salvador.csv,san_salvador
0,5,May,5,0,0,2019,san_salvador.csv,san_salvador
0,3,March,3,0,0,2019,san_salvador.csv,san_salvador
0,4,February,2,0,0,2019,san_salvador.csv,san_salvador
0,6,October,10,0,0,2024,sandusky.csv,sandusky
7,8,August,8,42,28,2025,sanford.csv,sanford
0,15,July,7,62,52,2025,sanford.csv,sanford
14,0,June,6,60,55,2025,sanford.csv,sanford
0,0,May,5,43,26,2025,sanford.csv,sanford
0,1,April,4,11,6,2025,sanford.csv,sanford
0,0,March,3,14,46,2025,sanford.csv,sanford
17,18,February,2,26,29,2025,sanford.csv,sanford
10,16,January,1,19,66,2025,sanford.csv,sanford
10,1,December,12,40,41,2024,sanford.csv,sanford
13,1,November,11,9,15,2024,sanford.csv,sanford
