Year,Month Number,Month,Foreign Originating,Foreign Returning,U.S. Citizen Originating,U.S. Citizen Returning
2025,8,August,0,0,1,0
2025,7,July,0,0,2,0
2025,5,May,4,2,0,0
2025,4,April,0,0,0,2
2025,1,January,2,0,0,0
2024,10,October,4,1,0,0
2024,9,September,0,0,1,1
2024,8,August,0,0,1,0
2024,7,July,3,4,2,2
2024,6,June,1,0,2,0
2024,5,May,0,0,1,0
2023,11,November,0,0,1,1
2023,10,October,2,2,0,2
2023,9,September,2,0,1,1
2023,8,August,0,0,2,2
2023,7,July,6,2,0,1
2023,6,June,0,0,3,3
2023,1,January,0,3,0,0
2022,10,October,0,0,0,1
2022,9,September,0,1,0,0
2022,8,August,2,2,0,0
2022,7,July,2,1,0,0
2022,6,June,3,1,0,0
2022,5,May,2,1,0,0
2021,8,August,0,2,0,0
2021,7,July,0,7,0,0
2020,6,June,0,0,2,0
2019,10,October,4,2,5,0
2019,9,September,0,1,0,0
2019,7,July,6,0,0,0
2019,6,June,3,3,0,0
2019,5,May,1,1,0,0
