Year,Month Number,Month,Foreign Originating,Foreign Returning,U.S. Citizen Originating,U.S. Citizen Returning
2025,8,August,129424,141033,126343,158089
2025,7,July,128944,124827,156495,157158
2025,6,June,101131,100836,140456,132762
2025,5,May,110940,116306,116316,111496
2025,4,April,157502,160474,105118,117824
2025,3,March,165455,187547,130316,139711
2025,2,February,166866,166039,99466,105188
2025,1,January,197415,221257,104772,165575
2024,12,December,231490,215192,166641,121668
2024,11,November,161830,155381,116333,107164
2024,10,October,123648,124259,101330,103141
2024,9,September,107606,114376,92374,112904
2024,8,August,148277,148259,131992,161044
2024,7,July,151143,138964,158177,169271
2024,6,June,139486,124220,169443,157467
2024,5,May,150419,149076,167442,157746
2024,4,April,174462,185442,140560,165956
2024,3,March,210767,208160,180350,184431
2024,2,February,200777,189507,148776,150159
2024,1,January,213602,230216,134595,195841
2023,12,December,243996,218871,194007,144088
2023,11,November,192712,178771,157435,155882
2023,10,October,147320,142190,134154,144975
2023,9,September,136397,130201,133856,146012
2023,8,August,171070,168810,166438,212136
2023,7,July,163365,151451,201242,215293
2023,6,June,131952,122270,199836,176378
2023,5,May,144392,143812,163956,166957
2023,4,April,180247,173255,142336,163111
2023,3,March,198500,190987,171834,183385
2023,2,February,177625,167108,140770,148993
2023,1,January,187551,202658,135518,196979
2022,12,December,202906,183398,186210,140719
2022,11,November,153158,144531,140574,147071
2022,10,October,126633,119118,131331,145455
2022,9,September,111009,106365,124121,144497
2022,8,August,143784,148907,162576,214487
2022,7,July,144796,134406,191345,199468
2022,6,June,107710,102681,176521,165481
2022,5,May,112117,116572,145643,154508
2022,4,April,135977,134524,129058,144361
2022,3,March,126546,131466,140297,152258
2022,2,February,106422,93927,97535,103760
2022,1,January,98379,120653,83838,132037
2021,12,December,135266,121082,129050,100810
2021,11,November,101437,89789,101195,109682
2021,10,October,107320,83871,98354,106935
2021,9,September,85084,78351,93660,105278
2021,8,August,98788,97611,95082,130648
2021,7,July,110315,97571,121242,129052
2021,6,June,103625,86929,111903,111410
2021,5,May,101820,83607,94433,97154
2021,4,April,63329,53172,70093,80966
2021,3,March,54788,40715,71395,72338
2021,2,February,36961,35605,43752,48604
2021,1,January,71499,65131,48538,96372
2020,12,December,85543,80110,91538,67811
2020,11,November,57786,46393,57523,61438
2020,10,October,48668,39433,53132,55718
2020,9,September,30339,27448,33858,37390
2020,8,August,23811,24145,30788,36499
2020,7,July,22395,27918,35106,31269
2020,6,June,7501,9006,2420,8615
2020,5,May,3377,3703,347,4172
2020,4,April,2077,3405,305,2741
2020,3,March,89595,137622,76710,114255
2020,2,February,193920,191814,151018,153733
2020,1,January,201404,232452,137928,199725
2019,12,December,245374,232520,197336,162680
2019,11,November,189818,182253,154633,151038
2019,10,October,151323,150115,132100,140851
2019,9,September,129938,138059,114553,137421
2019,8,August,192690,208354,173260,227438
2019,7,July,193857,185129,222949,244075
2019,6,June,153020,153198,230661,215257
2019,5,May,164248,170357,196905,195532
2019,4,April,206264,209387,162270,186660
2019,3,March,223511,238266,204678,221148
2019,2,February,199967,194804,155698,161286
2019,1,January,216282,244453,148413,218502
