Year,Month Number,Month,Foreign Originating,Foreign Returning,U.S. Citizen Originating,U.S. Citizen Returning
2025,6,June,0,10,22,0
2025,4,April,0,1,1,0
2024,8,August,0,0,1,0
2024,2,February,0,0,2,0
2023,11,November,0,2,3,0
2023,6,June,0,0,10,0
2022,9,September,0,0,6,0
2022,8,August,0,0,2,0
2022,7,July,0,0,5,0
2022,5,May,0,0,10,0
2022,4,April,0,0,3,0
2022,2,February,0,0,4,0
2021,12,December,0,0,6,0
2021,1,January,0,1,7,0
2019,12,December,0,1,8,0
2019,11,November,0,0,2,0
2019,10,October,0,0,3,0
2019,8,August,0,1,4,0
2019,5,May,0,0,8,0
