Year,Month Number,Month,Foreign Originating,Foreign Returning,U.S. Citizen Originating,U.S. Citizen Returning
2025,8,August,0,0,4,0
2025,7,July,0,0,10,0
2025,6,June,0,0,7,0
2025,1,January,0,0,6,0
2024,12,December,0,0,6,0
2024,11,November,0,0,2,0
2024,10,October,0,0,2,0
2024,9,September,0,0,7,0
2024,7,July,0,0,4,0
2024,6,June,0,0,38,0
2024,5,May,0,0,5,0
2024,4,April,0,0,2,0
2024,3,March,0,0,7,0
2024,2,February,0,0,1,0
2023,12,December,0,4,23,0
2023,9,September,0,1,1,0
2023,8,August,0,0,9,0
2023,7,July,0,4,11,0
2023,6,June,0,0,9,0
2023,4,April,0,0,9,0
2023,2,February,0,0,14,0
2022,11,November,0,0,2,0
2022,10,October,0,0,4,0
2022,9,September,0,0,1,0
2022,8,August,0,0,20,0
2022,7,July,0,0,14,0
2022,6,June,0,4,11,0
2022,5,May,0,0,4,0
2022,2,February,0,0,2,0
2022,1,January,0,0,2,0
2021,11,November,0,0,1,0
2021,10,October,0,4,10,0
2021,9,September,0,1,7,0
2021,8,August,0,0,11,0
2019,12,December,0,0,4,0
2019,11,November,0,0,3,0
2019,10,October,0,0,23,0
2019,9,September,0,0,23,0
2019,8,August,0,0,30,0
2019,7,July,0,0,25,0
2019,6,June,0,0,17,0
2019,5,May,0,0,18,0
2019,4,April,0,0,13,0
2019,3,March,0,0,2,0
2019,2,February,0,0,7,0
