Year,Month Number,Month,Foreign Originating,Foreign Returning,U.S. Citizen Originating,U.S. Citizen Returning
2025,8,August,0,0,1,7
2025,7,July,3,2,4,6
2025,6,June,0,0,1,8
2025,5,May,2,2,8,3
2025,1,January,0,0,0,1
2024,12,December,0,1,4,3
2024,11,November,3,0,0,0
2024,10,October,0,0,8,9
2024,9,September,2,1,0,1
2024,8,August,3,0,4,13
2024,7,July,0,0,0,11
2024,6,June,0,0,2,7
2024,5,May,0,0,3,4
2023,11,November,2,0,2,2
2023,10,October,0,0,1,2
2023,9,September,2,2,0,2
2023,8,August,1,1,1,2
2023,7,July,1,0,4,7
2023,6,June,0,0,0,12
2023,5,May,0,0,2,5
2023,3,March,0,0,5,0
2023,1,January,0,0,0,1
2022,11,November,2,2,0,0
2022,10,October,0,0,1,1
2022,9,September,2,2,2,3
2022,8,August,0,0,2,3
2022,7,July,1,0,1,9
2022,6,June,0,0,1,8
2022,5,May,2,0,2,2
2021,11,November,1,0,0,4
2021,10,October,0,0,1,7
2021,9,September,2,2,0,4
2021,4,April,0,1,0,0
2020,8,August,1,0,0,0
2019,10,October,0,0,0,23
2019,9,September,0,0,0,5
2019,8,August,0,1,3,10
2019,7,July,3,2,2,12
2019,6,June,0,0,1,17
2019,4,April,1,0,0,1
2019,1,January,0,0,0,1
