Year,Month Number,Month,Foreign Originating,Foreign Returning,U.S. Citizen Originating,U.S. Citizen Returning
2025,8,August,23,28,80,44
2025,7,July,34,14,30,53
2025,6,June,236,202,213,302
2025,5,May,15,13,15,28
2025,4,April,12,7,11,38
2025,3,March,8,6,8,13
2025,2,February,24,5,16,66
2025,1,January,25,12,12,57
2024,12,December,24,4,49,70
2024,11,November,15,63,58,29
2024,10,October,25,9,11,44
2024,9,September,19,16,42,47
2024,8,August,27,22,58,60
2024,7,July,32,12,79,119
2024,6,June,21,5,37,27
2024,5,May,9,6,25,24
2024,4,April,15,1,22,39
2024,3,March,12,3,6,9
2024,2,February,5,3,14,45
2024,1,January,20,11,38,61
2023,12,December,2,5,12,39
2023,11,November,33,33,59,67
2023,10,October,12,1,12,35
2023,9,September,15,7,23,49
2023,8,August,42,69,150,56
2023,7,July,32,44,109,134
2023,6,June,35,11,31,50
2023,5,May,42,30,31,32
2023,4,April,8,39,59,34
2023,3,March,3,5,9,23
2023,2,February,9,11,33,40
2023,1,January,4,2,25,21
2022,12,December,62,7,20,31
2022,11,November,13,1,25,17
2022,10,October,8,9,28,31
2022,9,September,20,5,7,44
2022,8,August,38,53,105,48
2022,7,July,9,0,34,98
2022,6,June,40,18,24,26
2022,5,May,19,27,28,12
2022,4,April,16,9,4,41
2022,3,March,11,2,39,50
2022,2,February,11,0,8,23
2022,1,January,1,1,9,23
2021,12,December,11,5,27,6
2021,11,November,2,5,12,8
2021,10,October,7,10,12,16
2021,9,September,11,7,11,15
2021,8,August,11,8,18,39
2021,7,July,26,21,9,8
2021,6,June,4,0,14,11
2021,5,May,0,1,0,4
2021,4,April,48,0,11,19
2021,2,February,2,0,0,22
2021,1,January,1,3,7,8
2020,12,December,1,0,2,7
2020,11,November,12,0,0,24
2020,10,October,2,1,10,14
2020,9,September,9,23,10,10
2020,8,August,4,2,1,2
2020,7,July,0,10,8,2
2020,6,June,0,30,9,10
2020,4,April,0,0,0,3
2020,3,March,13,11,2,17
2020,2,February,39,150,112,17
2020,1,January,28,4,12,26
2019,12,December,41,23,21,45
2019,11,November,12,0,5,29
2019,10,October,30,39,82,60
2019,9,September,13,9,60,42
2019,8,August,39,30,46,94
2019,7,July,37,16,50,149
2019,6,June,28,19,22,33
2019,5,May,43,17,23,59
2019,4,April,22,10,38,46
2019,3,March,26,6,1,88
2019,2,February,4,83,81,51
2019,1,January,20,22,26,23
