Feature Code,Feature Name,Delta C-index
DP04_0037E,DP04_0037E,0.0003172085646312439
DP04_0047M,DP04_0047M,0.0003172085646312439
DP04_0069M,DP04_0069M,0.0003172085646312439
DP04_0073E,DP04_0073E,0.0003172085646312439
DP04_0085M,DP04_0085M,0.0003172085646312439
DP04_0107E,DP04_0107E,0.0003172085646312439
DP04_0113E,DP04_0113E,0.0003172085646312439
DP04_0127E,DP04_0127E,0.0003172085646312439
DP04_0007PE,DP04_0007PE,0.0003172085646312439
DP04_0034PE,DP04_0034PE,0.0003172085646312439
DP04_0052PM,DP04_0052PM,0.0003172085646312439
DP04_0060PE,DP04_0060PE,0.0003172085646312439
DP04_0084PE,DP04_0084PE,0.0003172085646312439
DP04_0118PM,DP04_0118PM,0.0003172085646312439
DP05_0038M,DP05_0038M,0.0003172085646312439
DP05_0008PE,DP05_0008PE,0.0003172085646312439
DP05_0086PE,DP05_0086PE,0.0003172085646312439
DP02_0021M,DP02_0021M,0.0003013481363997039
DP02_0026E,DP02_0026E,0.0003013481363997039
DP02_0068M,DP02_0068M,0.0003013481363997039
DP02_0087M,DP02_0087M,0.0003013481363997039
DP02_0125E,DP02_0125E,0.0003013481363997039
DP02_0142M,DP02_0142M,0.0003013481363997039
DP02_0009PM,DP02_0009PM,0.0003013481363997039
DP02_0027PE,DP02_0027PE,0.0003013481363997039
DP02_0030PM,DP02_0030PM,0.0003013481363997039
DP02_0081PM,DP02_0081PM,0.0003013481363997039
DP03_0012E,DP03_0012E,0.0003013481363997039
DP03_0022M,DP03_0022M,0.0003013481363997039
DP03_0032M,DP03_0032M,0.0003013481363997039
DP03_0038M,DP03_0038M,0.0003013481363997039
DP03_0101M,DP03_0101M,0.0003013481363997039
DP03_0116E,DP03_0116E,0.0003013481363997039
DP03_0016PE,DP03_0016PE,0.0003013481363997039
DP03_0124PE,DP03_0124PE,0.0003013481363997039
DP03_0133PE,DP03_0133PE,0.0003013481363997039
DP04_0016E,DP04_0016E,0.0003013481363997039
DP04_0076M,DP04_0076M,0.0003013481363997039
DP04_0012PM,DP04_0012PM,0.0003013481363997039
DP04_0056PE,DP04_0056PE,0.0003013481363997039
DP04_0083PE,DP04_0083PE,0.0003013481363997039
DP05_0014M,DP05_0014M,0.0003013481363997039
DP05_0059M,DP05_0059M,0.0003013481363997039
DP05_0022PE,DP05_0022PE,0.0003013481363997039
DP05_0067PM,DP05_0067PM,0.0003013481363997039
DP05_0082PE,DP05_0082PE,0.0003013481363997039
DP02_0011E,DP02_0011E,0.00028548770816816393
DP02_0015E,DP02_0015E,0.00028548770816816393
DP02_0037E,DP02_0037E,0.00028548770816816393
DP02_0057E,DP02_0057E,0.00028548770816816393
DP02_0060M,DP02_0060M,0.00028548770816816393
DP02_0109M,DP02_0109M,0.00028548770816816393
DP02_0121M,DP02_0121M,0.00028548770816816393
DP02_0066PE,DP02_0066PE,0.00028548770816816393
DP02_0072PE,DP02_0072PE,0.00028548770816816393
DP02_0118PM,DP02_0118PM,0.00028548770816816393
DP03_0006M,DP03_0006M,0.00028548770816816393
DP03_0047M,DP03_0047M,0.00028548770816816393
DP03_0066M,DP03_0066M,0.00028548770816816393
DP03_0085E,DP03_0085E,0.00028548770816816393
DP03_0093M,DP03_0093M,0.00028548770816816393
DP03_0117M,DP03_0117M,0.00028548770816816393
DP03_0041PE,DP03_0041PE,0.00028548770816816393
DP03_0068PM,DP03_0068PM,0.00028548770816816393
DP03_0072PM,DP03_0072PM,0.00028548770816816393
DP03_0128PE,DP03_0128PE,0.00028548770816816393
DP04_0045E,DP04_0045E,0.00028548770816816393
DP04_0072M,DP04_0072M,0.00028548770816816393
DP04_0106PM,DP04_0106PM,0.00028548770816816393
DP04_0113PM,DP04_0113PM,0.00028548770816816393
DP04_0120PM,DP04_0120PM,0.00028548770816816393
DP05_0006M,DP05_0006M,0.00028548770816816393
DP05_0009E,DP05_0009E,0.00028548770816816393
DP05_0020M,DP05_0020M,0.00028548770816816393
DP05_0037E,DP05_0037E,0.00028548770816816393
DP05_0094M,DP05_0094M,0.00028548770816816393
DP05_0005PE,DP05_0005PE,0.00028548770816816393
DP05_0012PE,DP05_0012PE,0.00028548770816816393
DP05_0090PM,DP05_0090PM,0.00028548770816816393
DP02_0009M,DP02_0009M,0.00026962727993662394
DP02_0023M,DP02_0023M,0.00026962727993662394
DP02_0029E,DP02_0029E,0.00026962727993662394
DP02_0032E,DP02_0032E,0.00026962727993662394
DP02_0038M,DP02_0038M,0.00026962727993662394
DP02_0041M,DP02_0041M,0.00026962727993662394
DP02_0116M,DP02_0116M,0.00026962727993662394
DP02_0128E,DP02_0128E,0.00026962727993662394
DP02_0003PM,DP02_0003PM,0.00026962727993662394
DP02_0004PM,DP02_0004PM,0.00026962727993662394
DP02_0093PE,DP02_0093PE,0.00026962727993662394
DP02_0116PE,DP02_0116PE,0.00026962727993662394
DP02_0137PE,DP02_0137PE,0.00026962727993662394
DP02_0154PE,DP02_0154PE,0.00026962727993662394
DP03_0005M,DP03_0005M,0.00026962727993662394
DP03_0019E,DP03_0019E,0.00026962727993662394
DP03_0053E,DP03_0053E,0.00026962727993662394
DP03_0082M,DP03_0082M,0.00026962727993662394
DP03_0083E,DP03_0083E,0.00026962727993662394
DP03_0047PE,DP03_0047PE,0.00026962727993662394
DP04_0012M,DP04_0012M,0.00026962727993662394
DP04_0025M,DP04_0025M,0.00026962727993662394
DP04_0125M,DP04_0125M,0.00026962727993662394
DP04_0138M,DP04_0138M,0.00026962727993662394
DP04_0023PM,DP04_0023PM,0.00026962727993662394
DP04_0025PM,DP04_0025PM,0.00026962727993662394
DP04_0069PE,DP04_0069PE,0.00026962727993662394
DP04_0071PE,DP04_0071PE,0.00026962727993662394
DP04_0081PM,DP04_0081PM,0.00026962727993662394
DP05_0063E,DP05_0063E,0.00026962727993662394
DP05_0017PM,DP05_0017PM,0.00026962727993662394
DP05_0035PM,DP05_0035PM,0.00026962727993662394
DP05_0085PM,DP05_0085PM,0.00026962727993662394
DP05_0088PM,DP05_0088PM,0.00026962727993662394
DP02_0044M,DP02_0044M,0.00025376685170497293
DP02_0064E,DP02_0064E,0.00025376685170497293
DP02_0065E,DP02_0065E,0.00025376685170497293
DP02_0102M,DP02_0102M,0.00025376685170497293
DP02_0133E,DP02_0133E,0.00025376685170497293
DP02_0154M,DP02_0154M,0.00025376685170497293
DP02_0018PE,DP02_0018PE,0.00025376685170497293
DP02_0022PM,DP02_0022PM,0.00025376685170497293
DP02_0061PM,DP02_0061PM,0.00025376685170497293
DP02_0062PE,DP02_0062PE,0.00025376685170497293
DP02_0107PM,DP02_0107PM,0.00025376685170497293
DP02_0146PM,DP02_0146PM,0.00025376685170497293
DP03_0007E,DP03_0007E,0.00025376685170497293
DP03_0094E,DP03_0094E,0.00025376685170497293
DP03_0113E,DP03_0113E,0.00025376685170497293
DP03_0023PE,DP03_0023PE,0.00025376685170497293
DP03_0039PE,DP03_0039PE,0.00025376685170497293
DP03_0106PM,DP03_0106PM,0.00025376685170497293
DP04_0013M,DP04_0013M,0.00025376685170497293
DP04_0019E,DP04_0019E,0.00025376685170497293
DP04_0035E,DP04_0035E,0.00025376685170497293
DP04_0039E,DP04_0039E,0.00025376685170497293
DP04_0043E,DP04_0043E,0.00025376685170497293
DP04_0119E,DP04_0119E,0.00025376685170497293
DP04_0128E,DP04_0128E,0.00025376685170497293
DP04_0055PM,DP04_0055PM,0.00025376685170497293
DP04_0056PM,DP04_0056PM,0.00025376685170497293
DP04_0063PM,DP04_0063PM,0.00025376685170497293
DP04_0071PM,DP04_0071PM,0.00025376685170497293
DP04_0132PM,DP04_0132PM,0.00025376685170497293
DP05_0049M,DP05_0049M,0.00025376685170497293
DP05_0065E,DP05_0065E,0.00025376685170497293
DP05_0089E,DP05_0089E,0.00025376685170497293
DP05_0007PM,DP05_0007PM,0.00025376685170497293
DP05_0014PM,DP05_0014PM,0.00025376685170497293
DP05_0027PM,DP05_0027PM,0.00025376685170497293
DP05_0061PM,DP05_0061PM,0.00025376685170497293
DP05_0083PE,DP05_0083PE,0.00025376685170497293
DP05_0084PE,DP05_0084PE,0.00025376685170497293
DP05_0094PE,DP05_0094PE,0.00025376685170497293
gt_dma_mmr_vaccine,gt_dma_mmr_vaccine,0.00025376685170497293
DP02_0002M,DP02_0002M,0.00023790642347343294
DP02_0063E,DP02_0063E,0.00023790642347343294
DP02_0080E,DP02_0080E,0.00023790642347343294
DP02_0143M,DP02_0143M,0.00023790642347343294
DP02_0144E,DP02_0144E,0.00023790642347343294
DP02_0147E,DP02_0147E,0.00023790642347343294
DP02_0064PM,DP02_0064PM,0.00023790642347343294
DP02_0082PM,DP02_0082PM,0.00023790642347343294
DP02_0132PM,DP02_0132PM,0.00023790642347343294
DP03_0017M,DP03_0017M,0.00023790642347343294
DP03_0106M,DP03_0106M,0.00023790642347343294
DP03_0004PM,DP03_0004PM,0.00023790642347343294
DP03_0005PM,DP03_0005PM,0.00023790642347343294
DP03_0043PM,DP03_0043PM,0.00023790642347343294
DP03_0053PM,DP03_0053PM,0.00023790642347343294
DP04_0035M,DP04_0035M,0.00023790642347343294
DP04_0060M,DP04_0060M,0.00023790642347343294
DP04_0077E,DP04_0077E,0.00023790642347343294
DP04_0091E,DP04_0091E,0.00023790642347343294
DP04_0106E,DP04_0106E,0.00023790642347343294
DP04_0107M,DP04_0107M,0.00023790642347343294
DP04_0028PE,DP04_0028PE,0.00023790642347343294
DP04_0039PE,DP04_0039PE,0.00023790642347343294
DP04_0042PE,DP04_0042PE,0.00023790642347343294
DP05_0014E,DP05_0014E,0.00023790642347343294
DP05_0017E,DP05_0017E,0.00023790642347343294
DP05_0026M,DP05_0026M,0.00023790642347343294
DP05_0032M,DP05_0032M,0.00023790642347343294
DP05_0039M,DP05_0039M,0.00023790642347343294
DP05_0055M,DP05_0055M,0.00023790642347343294
DP05_0085M,DP05_0085M,0.00023790642347343294
DP05_0088E,DP05_0088E,0.00023790642347343294
DP05_0088M,DP05_0088M,0.00023790642347343294
DP05_0093M,DP05_0093M,0.00023790642347343294
DP05_0015PM,DP05_0015PM,0.00023790642347343294
DP05_0024PE,DP05_0024PE,0.00023790642347343294
DP02_0002E,DP02_0002E,0.00022204599524189295
DP02_0008M,DP02_0008M,0.00022204599524189295
DP02_0090E,DP02_0090E,0.00022204599524189295
DP02_0134M,DP02_0134M,0.00022204599524189295
DP02_0138M,DP02_0138M,0.00022204599524189295
DP02_0142E,DP02_0142E,0.00022204599524189295
DP02_0014PM,DP02_0014PM,0.00022204599524189295
DP02_0045PM,DP02_0045PM,0.00022204599524189295
DP02_0080PE,DP02_0080PE,0.00022204599524189295
DP02_0098PE,DP02_0098PE,0.00022204599524189295
DP02_0125PE,DP02_0125PE,0.00022204599524189295
DP03_0008E,DP03_0008E,0.00022204599524189295
DP03_0063E,DP03_0063E,0.00022204599524189295
DP03_0065E,DP03_0065E,0.00022204599524189295
DP03_0067M,DP03_0067M,0.00022204599524189295
DP03_0089E,DP03_0089E,0.00022204599524189295
DP03_0106E,DP03_0106E,0.00022204599524189295
DP03_0009PM,DP03_0009PM,0.00022204599524189295
DP03_0028PE,DP03_0028PE,0.00022204599524189295
DP03_0040PM,DP03_0040PM,0.00022204599524189295
DP03_0048PM,DP03_0048PM,0.00022204599524189295
DP03_0059PM,DP03_0059PM,0.00022204599524189295
DP03_0070PM,DP03_0070PM,0.00022204599524189295
DP03_0098PM,DP03_0098PM,0.00022204599524189295
DP03_0134PM,DP03_0134PM,0.00022204599524189295
DP04_0024M,DP04_0024M,0.00022204599524189295
DP04_0040E,DP04_0040E,0.00022204599524189295
DP04_0042E,DP04_0042E,0.00022204599524189295
DP04_0060E,DP04_0060E,0.00022204599524189295
DP04_0021PE,DP04_0021PE,0.00022204599524189295
DP04_0047PM,DP04_0047PM,0.00022204599524189295
DP05_0035M,DP05_0035M,0.00022204599524189295
DP05_0061M,DP05_0061M,0.00022204599524189295
DP05_0063M,DP05_0063M,0.00022204599524189295
DP05_0081E,DP05_0081E,0.00022204599524189295
DP05_0002PE,DP05_0002PE,0.00022204599524189295
DP05_0010PM,DP05_0010PM,0.00022204599524189295
DP05_0048PE,DP05_0048PE,0.00022204599524189295
DP05_0071PM,DP05_0071PM,0.00022204599524189295
DP05_0079PM,DP05_0079PM,0.00022204599524189295
DP02_0035M,DP02_0035M,0.00020618556701035295
DP02_0069E,DP02_0069E,0.00020618556701035295
DP02_0143E,DP02_0143E,0.00020618556701035295
DP02_0026PE,DP02_0026PE,0.00020618556701035295
DP02_0062PM,DP02_0062PM,0.00020618556701035295
DP02_0114PM,DP02_0114PM,0.00020618556701035295
DP02_0126PM,DP02_0126PM,0.00020618556701035295
DP03_0002E,DP03_0002E,0.00020618556701035295
DP03_0040M,DP03_0040M,0.00020618556701035295
DP03_0076M,DP03_0076M,0.00020618556701035295
DP03_0098M,DP03_0098M,0.00020618556701035295
DP03_0021PM,DP03_0021PM,0.00020618556701035295
DP03_0083PM,DP03_0083PM,0.00020618556701035295
DP04_0014M,DP04_0014M,0.00020618556701035295
DP04_0018E,DP04_0018E,0.00020618556701035295
DP04_0045M,DP04_0045M,0.00020618556701035295
DP04_0063E,DP04_0063E,0.00020618556701035295
DP04_0095E,DP04_0095E,0.00020618556701035295
DP04_0099E,DP04_0099E,0.00020618556701035295
DP04_0124E,DP04_0124E,0.00020618556701035295
DP04_0108PM,DP04_0108PM,0.00020618556701035295
DP05_0001E,DP05_0001E,0.00020618556701035295
DP05_0002M,DP05_0002M,0.00020618556701035295
DP05_0031PM,DP05_0031PM,0.00020618556701035295
DP05_0037PE,DP05_0037PE,0.00020618556701035295
DP05_0038PM,DP05_0038PM,0.00020618556701035295
DP05_0070PM,DP05_0070PM,0.00020618556701035295
DP05_0074PM,DP05_0074PM,0.00020618556701035295
DP02_0004M,DP02_0004M,0.00019032513877881296
DP02_0010E,DP02_0010E,0.00019032513877881296
DP02_0020E,DP02_0020E,0.00019032513877881296
DP02_0046E,DP02_0046E,0.00019032513877881296
DP02_0046M,DP02_0046M,0.00019032513877881296
DP02_0070M,DP02_0070M,0.00019032513877881296
DP02_0097M,DP02_0097M,0.00019032513877881296
DP02_0117E,DP02_0117E,0.00019032513877881296
DP02_0151M,DP02_0151M,0.00019032513877881296
DP02_0048PE,DP02_0048PE,0.00019032513877881296
DP02_0057PM,DP02_0057PM,0.00019032513877881296
DP02_0070PE,DP02_0070PE,0.00019032513877881296
DP02_0073PE,DP02_0073PE,0.00019032513877881296
DP02_0115PM,DP02_0115PM,0.00019032513877881296
DP02_0147PM,DP02_0147PM,0.00019032513877881296
DP03_0003E,DP03_0003E,0.00019032513877881296
DP03_0037E,DP03_0037E,0.00019032513877881296
DP03_0052E,DP03_0052E,0.00019032513877881296
DP03_0074M,DP03_0074M,0.00019032513877881296
DP03_0019PE,DP03_0019PE,0.00019032513877881296
DP03_0036PM,DP03_0036PM,0.00019032513877881296
DP03_0045PE,DP03_0045PE,0.00019032513877881296
DP03_0061PM,DP03_0061PM,0.00019032513877881296
DP03_0095PE,DP03_0095PE,0.00019032513877881296
DP03_0105PM,DP03_0105PM,0.00019032513877881296
DP03_0117PM,DP03_0117PM,0.00019032513877881296
DP03_0118PE,DP03_0118PE,0.00019032513877881296
DP04_0054E,DP04_0054E,0.00019032513877881296
DP04_0062E,DP04_0062E,0.00019032513877881296
DP04_0078M,DP04_0078M,0.00019032513877881296
DP04_0080E,DP04_0080E,0.00019032513877881296
DP04_0090E,DP04_0090E,0.00019032513877881296
DP04_0114M,DP04_0114M,0.00019032513877881296
DP04_0013PM,DP04_0013PM,0.00019032513877881296
DP04_0054PM,DP04_0054PM,0.00019032513877881296
DP04_0073PM,DP04_0073PM,0.00019032513877881296
DP04_0074PE,DP04_0074PE,0.00019032513877881296
DP04_0076PE,DP04_0076PE,0.00019032513877881296
DP04_0091PM,DP04_0091PM,0.00019032513877881296
DP04_0104PM,DP04_0104PM,0.00019032513877881296
DP05_0002E,DP05_0002E,0.00019032513877881296
DP05_0042M,DP05_0042M,0.00019032513877881296
DP05_0047E,DP05_0047E,0.00019032513877881296
DP05_0047M,DP05_0047M,0.00019032513877881296
DP05_0054E,DP05_0054E,0.00019032513877881296
DP05_0058E,DP05_0058E,0.00019032513877881296
DP05_0071M,DP05_0071M,0.00019032513877881296
DP05_0008PM,DP05_0008PM,0.00019032513877881296
DP05_0010PE,DP05_0010PE,0.00019032513877881296
DP05_0012PM,DP05_0012PM,0.00019032513877881296
DP05_0022PM,DP05_0022PM,0.00019032513877881296
DP05_0038PE,DP05_0038PE,0.00019032513877881296
DP05_0041PM,DP05_0041PM,0.00019032513877881296
DP05_0057PM,DP05_0057PM,0.00019032513877881296
DP05_0072PE,DP05_0072PE,0.00019032513877881296
DP02_0031E,DP02_0031E,0.00017446471054716195
DP02_0035E,DP02_0035E,0.00017446471054716195
DP02_0078M,DP02_0078M,0.00017446471054716195
DP02_0111E,DP02_0111E,0.00017446471054716195
DP02_0011PM,DP02_0011PM,0.00017446471054716195
DP02_0075PE,DP02_0075PE,0.00017446471054716195
DP02_0081PE,DP02_0081PE,0.00017446471054716195
DP02_0089PE,DP02_0089PE,0.00017446471054716195
DP02_0104PM,DP02_0104PM,0.00017446471054716195
DP02_0145PM,DP02_0145PM,0.00017446471054716195
DP02_0152PE,DP02_0152PE,0.00017446471054716195
DP03_0012M,DP03_0012M,0.00017446471054716195
DP03_0043M,DP03_0043M,0.00017446471054716195
DP03_0064M,DP03_0064M,0.00017446471054716195
DP03_0078M,DP03_0078M,0.00017446471054716195
DP03_0011PM,DP03_0011PM,0.00017446471054716195
DP03_0013PE,DP03_0013PE,0.00017446471054716195
DP03_0058PM,DP03_0058PM,0.00017446471054716195
DP03_0072PE,DP03_0072PE,0.00017446471054716195
DP03_0081PE,DP03_0081PE,0.00017446471054716195
DP03_0119PE,DP03_0119PE,0.00017446471054716195
DP04_0047E,DP04_0047E,0.00017446471054716195
DP04_0055M,DP04_0055M,0.00017446471054716195
DP04_0072E,DP04_0072E,0.00017446471054716195
DP04_0083M,DP04_0083M,0.00017446471054716195
DP04_0003PE,DP04_0003PE,0.00017446471054716195
DP04_0030PM,DP04_0030PM,0.00017446471054716195
DP04_0077PE,DP04_0077PE,0.00017446471054716195
DP04_0110PE,DP04_0110PE,0.00017446471054716195
DP04_0112PM,DP04_0112PM,0.00017446471054716195
DP04_0121PM,DP04_0121PM,0.00017446471054716195
DP04_0130PE,DP04_0130PE,0.00017446471054716195
DP05_0006E,DP05_0006E,0.00017446471054716195
DP05_0048M,DP05_0048M,0.00017446471054716195
DP05_0053E,DP05_0053E,0.00017446471054716195
DP05_0019PE,DP05_0019PE,0.00017446471054716195
DP05_0020PE,DP05_0020PE,0.00017446471054716195
DP05_0040PM,DP05_0040PM,0.00017446471054716195
DP05_0046PE,DP05_0046PE,0.00017446471054716195
DP05_0050PM,DP05_0050PM,0.00017446471054716195
DP05_0074PE,DP05_0074PE,0.00017446471054716195
DP05_0078PE,DP05_0078PE,0.00017446471054716195
DP05_0083PM,DP05_0083PM,0.00017446471054716195
DP02_0006E,DP02_0006E,0.00015860428231562196
DP02_0007E,DP02_0007E,0.00015860428231562196
DP02_0010M,DP02_0010M,0.00015860428231562196
DP02_0026M,DP02_0026M,0.00015860428231562196
DP02_0033M,DP02_0033M,0.00015860428231562196
DP02_0047E,DP02_0047E,0.00015860428231562196
DP02_0064M,DP02_0064M,0.00015860428231562196
DP02_0094E,DP02_0094E,0.00015860428231562196
DP02_0110M,DP02_0110M,0.00015860428231562196
DP02_0113M,DP02_0113M,0.00015860428231562196
DP02_0115E,DP02_0115E,0.00015860428231562196
DP02_0087PM,DP02_0087PM,0.00015860428231562196
DP02_0089PM,DP02_0089PM,0.00015860428231562196
DP02_0109PM,DP02_0109PM,0.00015860428231562196
DP03_0013E,DP03_0013E,0.00015860428231562196
DP03_0111E,DP03_0111E,0.00015860428231562196
DP03_0114M,DP03_0114M,0.00015860428231562196
DP03_0002PE,DP03_0002PE,0.00015860428231562196
DP03_0042PM,DP03_0042PM,0.00015860428231562196
DP03_0052PE,DP03_0052PE,0.00015860428231562196
DP03_0052PM,DP03_0052PM,0.00015860428231562196
DP03_0055PM,DP03_0055PM,0.00015860428231562196
DP03_0060PE,DP03_0060PE,0.00015860428231562196
DP03_0082PM,DP03_0082PM,0.00015860428231562196
DP03_0114PE,DP03_0114PE,0.00015860428231562196
DP03_0123PE,DP03_0123PE,0.00015860428231562196
DP04_0036E,DP04_0036E,0.00015860428231562196
DP04_0061E,DP04_0061E,0.00015860428231562196
DP04_0087E,DP04_0087E,0.00015860428231562196
DP04_0096M,DP04_0096M,0.00015860428231562196
DP04_0101E,DP04_0101E,0.00015860428231562196
DP04_0104M,DP04_0104M,0.00015860428231562196
DP04_0125E,DP04_0125E,0.00015860428231562196
DP04_0019PM,DP04_0019PM,0.00015860428231562196
DP04_0025PE,DP04_0025PE,0.00015860428231562196
DP04_0038PE,DP04_0038PE,0.00015860428231562196
DP04_0046PE,DP04_0046PE,0.00015860428231562196
DP04_0082PE,DP04_0082PE,0.00015860428231562196
DP04_0085PM,DP04_0085PM,0.00015860428231562196
DP04_0131PM,DP04_0131PM,0.00015860428231562196
DP04_0139PM,DP04_0139PM,0.00015860428231562196
DP05_0040M,DP05_0040M,0.00015860428231562196
DP05_0057M,DP05_0057M,0.00015860428231562196
DP05_0076M,DP05_0076M,0.00015860428231562196
DP05_0020PM,DP05_0020PM,0.00015860428231562196
DP05_0023PM,DP05_0023PM,0.00015860428231562196
DP05_0065PM,DP05_0065PM,0.00015860428231562196
DP02_0043M,DP02_0043M,0.00014274385408408197
DP02_0056E,DP02_0056E,0.00014274385408408197
DP02_0059E,DP02_0059E,0.00014274385408408197
DP02_0084E,DP02_0084E,0.00014274385408408197
DP02_0104E,DP02_0104E,0.00014274385408408197
DP02_0111M,DP02_0111M,0.00014274385408408197
DP02_0079PE,DP02_0079PE,0.00014274385408408197
DP02_0087PE,DP02_0087PE,0.00014274385408408197
DP02_0094PM,DP02_0094PM,0.00014274385408408197
DP02_0102PE,DP02_0102PE,0.00014274385408408197
DP02_0114PE,DP02_0114PE,0.00014274385408408197
DP02_0149PM,DP02_0149PM,0.00014274385408408197
DP03_0010E,DP03_0010E,0.00014274385408408197
DP03_0039M,DP03_0039M,0.00014274385408408197
DP03_0041M,DP03_0041M,0.00014274385408408197
DP03_0060E,DP03_0060E,0.00014274385408408197
DP03_0014PE,DP03_0014PE,0.00014274385408408197
DP03_0040PE,DP03_0040PE,0.00014274385408408197
DP03_0041PM,DP03_0041PM,0.00014274385408408197
DP03_0056PM,DP03_0056PM,0.00014274385408408197
DP03_0064PM,DP03_0064PM,0.00014274385408408197
DP03_0115PM,DP03_0115PM,0.00014274385408408197
DP03_0124PM,DP03_0124PM,0.00014274385408408197
DP03_0125PM,DP03_0125PM,0.00014274385408408197
DP03_0134PE,DP03_0134PE,0.00014274385408408197
DP03_0137PM,DP03_0137PM,0.00014274385408408197
DP04_0012E,DP04_0012E,0.00014274385408408197
DP04_0033M,DP04_0033M,0.00014274385408408197
DP04_0010PE,DP04_0010PE,0.00014274385408408197
DP04_0066PM,DP04_0066PM,0.00014274385408408197
DP04_0078PM,DP04_0078PM,0.00014274385408408197
DP05_0011E,DP05_0011E,0.00014274385408408197
DP05_0016E,DP05_0016E,0.00014274385408408197
DP05_0024E,DP05_0024E,0.00014274385408408197
DP05_0050M,DP05_0050M,0.00014274385408408197
DP05_0080E,DP05_0080E,0.00014274385408408197
DP05_0003PM,DP05_0003PM,0.00014274385408408197
DP05_0006PE,DP05_0006PE,0.00014274385408408197
DP05_0033PE,DP05_0033PE,0.00014274385408408197
DP05_0043PM,DP05_0043PM,0.00014274385408408197
DP05_0047PE,DP05_0047PE,0.00014274385408408197
DP05_0055PM,DP05_0055PM,0.00014274385408408197
DP05_0075PE,DP05_0075PE,0.00014274385408408197
DP02_0004E,DP02_0004E,0.00012688342585254198
DP02_0005M,DP02_0005M,0.00012688342585254198
DP02_0011M,DP02_0011M,0.00012688342585254198
DP02_0023E,DP02_0023E,0.00012688342585254198
DP02_0043E,DP02_0043E,0.00012688342585254198
DP02_0050E,DP02_0050E,0.00012688342585254198
DP02_0054E,DP02_0054E,0.00012688342585254198
DP02_0062M,DP02_0062M,0.00012688342585254198
DP02_0079E,DP02_0079E,0.00012688342585254198
DP02_0101E,DP02_0101E,0.00012688342585254198
DP02_0126E,DP02_0126E,0.00012688342585254198
DP02_0135M,DP02_0135M,0.00012688342585254198
DP02_0150E,DP02_0150E,0.00012688342585254198
DP02_0027PM,DP02_0027PM,0.00012688342585254198
DP02_0088PE,DP02_0088PE,0.00012688342585254198
DP02_0099PE,DP02_0099PE,0.00012688342585254198
DP02_0117PM,DP02_0117PM,0.00012688342585254198
DP02_0129PM,DP02_0129PM,0.00012688342585254198
DP02_0137PM,DP02_0137PM,0.00012688342585254198
DP02_0140PM,DP02_0140PM,0.00012688342585254198
DP02_0141PM,DP02_0141PM,0.00012688342585254198
DP03_0059M,DP03_0059M,0.00012688342585254198
DP03_0072E,DP03_0072E,0.00012688342585254198
DP03_0099E,DP03_0099E,0.00012688342585254198
DP03_0007PM,DP03_0007PM,0.00012688342585254198
DP03_0030PE,DP03_0030PE,0.00012688342585254198
DP03_0038PM,DP03_0038PM,0.00012688342585254198
DP03_0075PE,DP03_0075PE,0.00012688342585254198
DP03_0080PM,DP03_0080PM,0.00012688342585254198
DP03_0103PE,DP03_0103PE,0.00012688342585254198
DP03_0110PM,DP03_0110PM,0.00012688342585254198
DP04_0017E,DP04_0017E,0.00012688342585254198
DP04_0028E,DP04_0028E,0.00012688342585254198
DP04_0033E,DP04_0033E,0.00012688342585254198
DP04_0048M,DP04_0048M,0.00012688342585254198
DP04_0051M,DP04_0051M,0.00012688342585254198
DP04_0090M,DP04_0090M,0.00012688342585254198
DP04_0112E,DP04_0112E,0.00012688342585254198
DP04_0002PE,DP04_0002PE,0.00012688342585254198
DP04_0009PM,DP04_0009PM,0.00012688342585254198
DP04_0011PE,DP04_0011PE,0.00012688342585254198
DP04_0012PE,DP04_0012PE,0.00012688342585254198
DP04_0078PE,DP04_0078PE,0.00012688342585254198
DP04_0094PE,DP04_0094PE,0.00012688342585254198
DP04_0115PM,DP04_0115PM,0.00012688342585254198
DP04_0128PM,DP04_0128PM,0.00012688342585254198
DP05_0022E,DP05_0022E,0.00012688342585254198
DP05_0025E,DP05_0025E,0.00012688342585254198
DP05_0043E,DP05_0043E,0.00012688342585254198
DP05_0070E,DP05_0070E,0.00012688342585254198
DP05_0094E,DP05_0094E,0.00012688342585254198
DP05_0053PM,DP05_0053PM,0.00012688342585254198
DP05_0059PM,DP05_0059PM,0.00012688342585254198
DP05_0062PM,DP05_0062PM,0.00012688342585254198
DP05_0082PM,DP05_0082PM,0.00012688342585254198
DP02_0006M,DP02_0006M,0.00011102299762100198
DP02_0019M,DP02_0019M,0.00011102299762100198
DP02_0037M,DP02_0037M,0.00011102299762100198
DP02_0067E,DP02_0067E,0.00011102299762100198
DP02_0087E,DP02_0087E,0.00011102299762100198
DP02_0092M,DP02_0092M,0.00011102299762100198
DP02_0100E,DP02_0100E,0.00011102299762100198
DP02_0102E,DP02_0102E,0.00011102299762100198
DP02_0129M,DP02_0129M,0.00011102299762100198
DP02_0152E,DP02_0152E,0.00011102299762100198
DP02_0034PM,DP02_0034PM,0.00011102299762100198
DP02_0055PM,DP02_0055PM,0.00011102299762100198
DP02_0066PM,DP02_0066PM,0.00011102299762100198
DP02_0113PM,DP02_0113PM,0.00011102299762100198
DP02_0131PM,DP02_0131PM,0.00011102299762100198
DP02_0135PM,DP02_0135PM,0.00011102299762100198
