variable,coef,pvalue,abs_coef
DP04_0042E,0.007976620986741114,0.9999919611227295,0.007976620986741114
DP03_0020E,0.007919493163034075,0.9999890279101951,0.007919493163034075
DP03_0018E,0.007913366922050222,0.9999847824608216,0.007913366922050222
DP03_0018PE,0.007909791830558063,0.9999847894554051,0.007909791830558063
DP05_0014E,-0.007849175245614126,0.9999991083532064,0.007849175245614126
DP02_0080E,-0.007816753266947418,0.9999937587953776,0.007816753266947418
DP04_0058M,-0.0077852424307571395,0.9999988433069886,0.0077852424307571395
DP05_0072E,0.0077347036915847885,0.9999979296597902,0.0077347036915847885
DP05_0071E,0.007635323124901371,0.9999969724100659,0.007635323124901371
DP04_0088E,-0.0075365499736072105,0.9999859469895799,0.0075365499736072105
DP03_0036E,0.007455266996972245,0.999995315646221,0.007455266996972245
DP05_0081E,-0.007358830402344152,0.999995643190792,0.007358830402344152
DP04_0056E,-0.007290061285691044,0.9999881598960242,0.007290061285691044
DP03_0021E,0.0072300879960261475,0.9999864953128248,0.0072300879960261475
DP05_0064E,-0.007200696929544365,0.9999982727455687,0.007200696929544365
